SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
JSCL,28.80,28.99,29.40,26.64,26.81,-1.99,-6.91%,"4,671,000"
FCCL,20.81,20.85,21.00,19.90,20.10,-0.71,-3.41%,"4,609,000"
FFBL,21.91,22.05,22.19,20.27,20.51,-1.40,-6.39%,"4,230,500"
EFERTXD,61.67,61.45,61.75,61.10,61.32,-0.35,-0.57%,"3,633,973"
GATM,39.16,38.30,38.38,36.90,37.44,-1.72,-4.39%,"3,285,500"
OGDC,104.10,103.99,106.50,103.00,104.09,-0.01,-0.01%,"2,915,226"
ISL,80.34,79.99,81.75,77.50,78.91,-1.43,-1.78%,"2,902,000"
PPL,92.42,92.40,93.99,91.50,91.84,-0.58,-0.63%,"2,772,462"
SNGP,63.72,63.72,64.00,61.92,62.49,-1.23,-1.93%,"2,454,000"
LOTCHEM,12.56,12.56,12.68,11.85,11.95,-0.61,-4.86%,"2,286,000"
DCL,11.16,11.14,11.20,10.16,10.25,-0.91,-8.15%,"2,216,500"
TOMCL,30.39,30.39,31.11,28.90,29.30,-1.09,-3.59%,"2,199,500"
PIOC,96.26,95.01,96.57,89.05,90.41,-5.85,-6.08%,"2,059,000"
ASTL,45.65,45.60,46.20,42.30,42.77,-2.88,-6.31%,"1,764,000"
SEARL,270.78,271.00,274.88,260.50,264.17,-4.28,-1.59%,"1,692,900"
NRSL,9.77,9.99,10.00,9.10,9.28,-0.49,-5.02%,"1,670,000"
NCPL,13.99,13.91,14.25,13.70,13.73,-0.26,-1.86%,"1,636,500"
CSIL,3.20,3.19,3.31,3.00,3.06,-0.14,-4.38%,"1,627,500"
FABL,17.78,17.88,18.04,17.53,17.60,-0.18,-1.01%,"1,544,500"
HUBC,81.37,81.50,82.98,79.00,79.76,-1.61,-1.98%,"1,528,672"
SSGC,16.42,16.40,16.50,15.20,15.41,-1.01,-6.15%,"1,500,000"
QUICE,5.13,5.15,5.15,5.00,5.00,-0.13,-2.53%,"1,364,500"
PIAA,5.02,5.05,5.09,4.65,4.75,-0.27,-5.38%,"1,303,500"
UBL,122.10,123.50,123.50,118.15,119.07,-3.03,-2.48%,"1,249,111"
SMBLDEF,1.98,1.98,2.05,1.87,1.95,-0.03,-1.52%,"1,233,500"
STPL,14.02,13.90,14.07,13.10,13.22,-0.80,-5.71%,"1,188,000"
PREMA,20.85,20.85,21.70,19.65,20.09,-0.76,-3.65%,"1,155,500"
SAZEW,179.43,187.95,187.95,173.00,175.67,-3.76,-2.10%,"1,152,900"
NETSOL,62.89,63.40,64.20,59.10,59.90,-2.99,-4.75%,"1,147,500"
PASL,1.04,1.10,1.10,0.92,0.94,-0.10,-9.62%,"1,138,500"
WAVES,28.94,28.40,29.00,26.77,26.85,-2.09,-7.22%,"1,130,500"
LUCK,650.45,650.50,653.84,640.55,643.52,-6.93,-1.07%,"1,122,045"
AGL,5.29,5.29,5.29,4.90,4.97,-0.32,-6.05%,"1,118,000"
INIL,153.76,151.02,154.00,145.50,147.92,-5.84,-3.80%,"1,091,500"
NBP,40.26,39.72,40.50,39.25,39.53,-0.73,-1.81%,"1,079,500"
THCCL,22.23,22.10,23.30,20.60,21.61,-0.62,-2.79%,"1,017,000"
GHNI,268.03,268.20,268.80,247.93,248.73,-19.30,-7.20%,"1,004,600"
ILP,69.79,68.01,69.99,64.75,65.89,-3.90,-5.59%,"987,000"
LPL,13.55,13.62,13.74,13.00,13.05,-0.50,-3.69%,"952,000"
SPL,23.92,24.05,25.11,22.25,22.50,-1.42,-5.94%,"947,500"
MEBLXB,80.39,80.37,81.39,78.01,78.95,-1.44,-1.79%,"944,500"
PSO,204.77,204.99,205.75,201.00,202.43,-2.34,-1.14%,"938,289"
ATRL,156.94,157.50,157.50,145.17,146.32,-10.62,-6.77%,"897,500"
HBL,133.81,133.44,134.00,127.32,129.05,-4.76,-3.56%,"807,471"
ANL,18.87,19.20,19.55,17.50,17.83,-1.04,-5.51%,"801,000"
NML,106.43,106.29,107.00,103.01,103.78,-2.65,-2.49%,"795,500"
ICL,29.00,28.52,29.00,26.83,26.89,-2.11,-7.28%,"789,000"
SHEL,265.63,269.99,269.99,245.71,245.97,-19.66,-7.40%,"769,500"
FNEL,19.08,19.30,19.68,18.15,18.49,-0.59,-3.09%,"760,500"
DSLDEF,4.69,4.75,4.80,4.35,4.40,-0.29,-6.18%,"719,000"
BAFL,34.93,35.00,35.00,33.99,34.39,-0.54,-1.55%,"713,807"
TREET,25.29,25.25,25.39,23.70,23.93,-1.36,-5.38%,"696,000"
GGL,15.11,15.49,15.49,14.00,14.12,-0.99,-6.55%,"693,500"
MUGHAL,67.06,66.07,67.10,63.01,63.61,-3.45,-5.14%,"660,000"
FCSC,1.69,1.70,1.70,1.50,1.53,-0.16,-9.47%,"658,000"
SERF,8.96,9.40,9.40,8.70,8.96,0.00,0.00%,"632,500"
CHCC,128.29,127.29,127.99,122.50,123.05,-5.24,-4.08%,"632,000"
PSX,15.64,15.80,15.80,14.52,14.72,-0.78,-5.03%,"604,500"
NRL,198.22,199.00,199.01,183.36,183.81,-14.41,-7.27%,"593,500"
MERIT,14.84,14.90,15.00,13.90,14.32,-0.52,-3.50%,"593,500"
NCL,41.79,42.06,42.06,40.00,40.21,-1.58,-3.78%,"586,000"
FFC,110.46,110.11,110.70,108.70,109.03,-1.43,-1.29%,"572,211"
AICL,42.00,41.50,42.75,39.51,40.01,-1.99,-4.74%,"560,500"
TRPOL,9.55,9.78,9.95,8.60,8.83,-0.72,-7.54%,"549,000"
HUMNL,7.98,8.05,8.05,7.51,7.61,-0.37,-4.64%,"547,000"
TELE,1.86,1.90,1.90,1.75,1.79,-0.07,-3.76%,"538,000"
ICIBL,1.02,1.02,1.05,0.97,0.98,-0.04,-3.92%,"527,000"
STCL,13.92,13.80,13.81,13.25,13.42,-0.50,-3.59%,"511,000"
TGL,92.57,93.50,93.60,89.11,91.47,-1.10,-1.19%,"506,000"
LOADS,19.65,19.60,19.65,18.47,18.56,-1.09,-5.55%,"500,000"
DCR,11.02,11.09,11.10,10.87,10.89,-0.13,-1.18%,"489,500"
YOUW,3.71,3.65,3.67,3.40,3.53,-0.18,-4.85%,"484,500"
DOL,48.36,48.01,48.30,45.20,45.67,-2.69,-5.56%,"470,000"
ECOP,19.32,18.01,18.97,17.88,17.88,-1.44,-7.45%,"457,500"
BGL,7.86,7.90,7.90,7.20,7.32,-0.54,-6.87%,"447,500"
GAIL,5.83,5.90,5.90,5.12,5.40,-0.43,-7.38%,"442,000"
PACE,3.47,3.47,3.47,3.15,3.24,-0.23,-6.63%,"431,000"
FLYNG,10.87,10.90,10.90,9.87,9.93,-0.94,-8.65%,"408,500"
MCB,176.70,177.99,177.99,172.01,174.31,-2.39,-1.35%,"407,701"
HCAR,300.84,300.50,302.00,278.28,278.68,-22.16,-7.37%,"400,000"
AGP,113.50,114.00,114.00,105.60,106.45,-7.05,-6.21%,"393,000"
BAHL,64.98,65.00,65.00,61.16,62.31,-2.67,-4.11%,"388,318"
TPL,5.84,5.84,5.95,5.52,5.64,-0.20,-3.42%,"387,000"
POL,425.02,425.00,428.00,423.00,424.24,-0.78,-0.18%,"383,636"
GHNL,97.03,96.99,96.99,89.76,89.82,-7.21,-7.43%,"368,500"
FDIBL,2.40,2.35,2.35,2.05,2.26,-0.14,-5.83%,"354,500"
DFMLDEF,8.54,8.45,8.60,7.90,8.06,-0.48,-5.62%,"347,500"
ENGROXD,306.44,308.90,308.90,299.01,301.25,-5.19,-1.69%,"331,677"
CEPB,116.02,114.21,116.00,110.00,110.79,-5.23,-4.51%,"325,000"
HTL,43.94,44.00,44.35,41.80,42.03,-1.91,-4.35%,"324,500"
CRTM,21.44,21.30,21.35,20.10,20.61,-0.83,-3.87%,"324,000"
RPL,36.44,36.25,36.75,34.85,35.09,-1.35,-3.70%,"318,500"
PSMC,222.30,223.00,224.84,206.00,208.70,-13.60,-6.12%,"314,500"
TPLP,9.79,9.75,10.00,9.25,9.74,-0.05,-0.51%,"306,000"
FEROZ,415.80,415.50,417.80,390.00,396.23,-19.57,-4.71%,"303,800"
POWERPS,10.02,10.44,10.44,10.00,10.00,-0.02,-0.20%,"300,500"
CLOV,97.10,97.01,99.75,92.50,93.75,-3.35,-3.45%,"267,500"
ORIXM,19.50,19.50,20.85,19.50,20.02,0.52,2.67%,"249,000"
TPLT,9.95,9.57,10.10,9.57,9.97,0.02,0.20%,"246,000"
GWLC,26.89,26.79,26.80,24.88,25.00,-1.89,-7.03%,"228,000"
786,11.46,11.30,12.00,10.58,11.06,-0.40,-3.49%,"225,000"
IBLHL,96.96,98.00,98.00,89.69,89.69,-7.27,-7.50%,"221,500"
BIPL,11.09,11.00,11.05,10.40,10.53,-0.56,-5.05%,"221,000"
GHGL,52.03,52.00,52.56,51.50,51.76,-0.27,-0.52%,"209,000"
AKBL,18.99,19.01,19.01,18.55,18.60,-0.39,-2.05%,"202,500"
GGGL,14.65,14.55,14.56,14.00,14.07,-0.58,-3.96%,"200,000"
MODAM,6.05,5.70,6.05,5.21,5.45,-0.60,-9.92%,"196,500"
KTML,59.96,58.01,61.95,56.00,56.35,-3.61,-6.02%,"176,000"
ESBL,13.82,13.55,13.70,12.79,12.85,-0.97,-7.02%,"175,500"
SKRS,9.83,9.98,9.98,9.00,9.04,-0.79,-8.04%,"173,000"
OLPL,26.67,27.05,27.28,26.50,26.88,0.21,0.79%,"169,000"
BAPLDEF,23.60,25.37,25.37,24.00,25.26,1.66,7.03%,"166,500"
KOIL,5.06,5.00,5.05,4.70,4.70,-0.36,-7.11%,"158,000"
KOSM,2.65,2.80,2.80,2.16,2.46,-0.19,-7.17%,"156,000"
SYS,299.96,297.00,301.00,288.00,290.03,-9.93,-3.31%,"153,000"
PAKMI,1.91,1.86,2.15,1.57,1.62,-0.29,-15.18%,"151,500"
HIRATDEF,2.57,2.54,2.54,2.31,2.33,-0.24,-9.34%,"138,000"
DSIL,2.33,2.22,2.30,2.20,2.22,-0.11,-4.72%,"137,500"
MDTL,1.48,1.47,1.48,1.33,1.36,-0.12,-8.11%,"131,000"
GTYR,71.28,71.10,71.44,68.00,68.46,-2.82,-3.96%,"130,500"
SPEL,47.19,47.11,47.90,45.50,46.33,-0.86,-1.82%,"130,000"
AHLXD,53.01,53.00,54.90,52.00,52.96,-0.05,-0.09%,"128,500"
SPLCDEF,1.68,1.85,1.85,1.37,1.69,0.01,0.60%,"122,500"
DKLDEF,4.82,4.65,5.15,4.65,5.00,0.18,3.73%,"118,000"
EFGH,26.30,26.00,27.40,25.03,26.81,0.51,1.94%,"117,500"
CSAP,78.55,77.95,78.89,72.66,73.14,-5.41,-6.89%,"106,000"
GLAXO,183.42,184.50,184.50,178.00,180.35,-3.07,-1.67%,"103,000"
KOHC,199.79,200.00,200.00,184.81,184.90,-14.89,-7.45%,"101,500"
MFL,23.36,23.16,24.00,22.10,22.89,-0.47,-2.01%,"97,500"
SMCPL,8.05,8.29,8.32,7.45,7.54,-0.51,-6.34%,"91,500"
FHAM,12.02,11.85,12.00,11.70,11.73,-0.29,-2.41%,"91,000"
NATF,288.72,288.00,292.00,278.52,281.49,-7.23,-2.50%,"87,600"
CTM,3.95,4.09,4.09,3.80,3.80,-0.15,-3.80%,"84,000"
KSBP,325.02,310.02,340.00,300.65,300.78,-24.37,-7.50%,"82,600"
DAWHXD,127.91,128.90,129.10,123.99,126.91,-1.00,-0.78%,"81,600"
SHJS,78.18,74.00,80.00,74.00,74.29,-3.89,-4.98%,"80,100"
FECTC,35.90,35.02,35.98,33.25,33.57,-2.33,-6.49%,"79,000"
IGIL,46.00,48.70,48.72,44.00,44.73,-1.27,-2.76%,"74,000"
TRIPF,172.03,171.10,171.90,163.50,165.00,-7.03,-4.09%,"73,500"
JKSM,40.00,42.00,43.00,42.00,43.00,3.00,7.50%,"70,500"
EPQL,20.97,21.00,21.00,20.61,20.67,-0.30,-1.43%,"69,000"
SNBL,9.35,9.35,9.59,9.35,9.39,0.04,0.43%,"67,500"
FCEPL,85.17,84.90,85.00,80.05,82.71,-2.46,-2.89%,"66,500"
DFSM,1.81,1.84,1.99,1.74,1.81,0.00,0.00%,"66,000"
AEL,12.27,13.25,13.27,12.03,13.16,0.89,7.25%,"62,500"
CYAN,34.20,33.30,33.90,32.00,32.54,-1.66,-4.85%,"62,000"
FPRM,7.65,7.10,7.19,7.00,7.00,-0.65,-8.50%,"60,000"
ALTN,27.15,27.25,28.00,27.25,28.00,0.85,3.13%,"60,000"
APL,345.75,346.00,350.00,342.00,343.15,-2.60,-0.75%,"59,200"
ABL,85.85,85.00,85.00,85.00,85.00,-0.85,-0.99%,"58,000"
IMSLDEF,14.00,14.00,14.49,13.82,13.94,-0.06,-0.43%,"54,000"
UCAPMDEF,1.00,1.05,1.11,1.02,1.03,0.03,3.00%,"53,500"
PAKRI,28.11,28.01,28.50,26.80,27.04,-1.07,-3.81%,"51,000"
AGSML,2.85,2.75,2.80,2.60,2.62,-0.23,-8.07%,"50,500"
GRYL,8.12,8.25,9.10,8.25,8.51,0.39,4.80%,"48,500"
BILFDEF,1.60,1.61,1.61,1.31,1.48,-0.12,-7.50%,"47,000"
ACPL,162.13,162.99,162.99,154.00,156.46,-5.67,-3.50%,"46,400"
BERG,87.46,88.49,88.49,81.05,81.55,-5.91,-6.76%,"46,000"
INDUXD,"1,302.64","1,302.64","1,320.00","1,239.00","1,275.47",-27.17,-2.09%,"46,000"
JLICL,431.21,430.00,430.00,425.00,425.01,-6.20,-1.44%,"45,500"
PILDEF,1.28,1.21,1.24,1.10,1.20,-0.08,-6.25%,"45,000"
SRVI,742.00,747.00,770.00,740.00,747.41,5.41,0.73%,"42,800"
FUDLM,8.49,8.50,8.82,8.05,8.07,-0.42,-4.95%,"42,500"
PMI,1.24,1.16,1.23,1.15,1.19,-0.05,-4.03%,"40,500"
PNSC,91.53,92.70,92.80,89.00,89.53,-2.00,-2.19%,"40,500"
KASBM,1.10,1.10,1.10,1.00,1.00,-0.10,-9.09%,"37,500"
SEPL,225.63,225.50,226.11,224.00,224.93,-0.70,-0.31%,"37,400"
FANM,3.48,3.00,3.01,2.74,3.01,-0.47,-13.51%,"31,500"
PKGP,18.16,18.25,18.25,17.01,17.14,-1.02,-5.62%,"31,500"
AHCL,42.51,42.51,42.51,42.00,42.06,-0.45,-1.06%,"31,000"
HRPL,37.74,37.30,38.00,37.30,37.67,-0.07,-0.19%,"30,500"
THALL,425.00,425.00,427.00,415.05,415.44,-9.56,-2.25%,"30,100"
ICIXD,725.24,726.00,734.00,671.00,679.26,-45.98,-6.34%,"29,000"
CPPL,188.46,183.00,185.50,176.00,177.79,-10.67,-5.66%,"28,800"
PCAL,142.02,142.90,143.49,135.50,136.55,-5.47,-3.85%,"28,800"
MARIXD,"1,396.34","1,400.00","1,405.50","1,291.62","1,319.10",-77.24,-5.53%,"28,580"
HABSM,36.25,36.50,36.87,35.50,35.58,-0.67,-1.85%,"28,500"
FATIMA,29.46,29.60,30.99,29.25,29.43,-0.03,-0.10%,"28,500"
DWSMDEF,3.10,3.05,3.05,3.00,3.00,-0.10,-3.23%,"28,000"
NPL,22.05,22.15,22.34,22.00,22.00,-0.05,-0.23%,"28,000"
PICT,182.00,182.00,182.00,174.00,176.60,-5.40,-2.97%,"27,500"
MTL,867.44,880.99,890.00,867.00,871.64,4.20,0.48%,"27,150"
SHEZ,263.59,283.35,283.35,283.35,283.35,19.76,7.50%,"26,900"
BPL,31.18,30.75,30.81,29.10,29.58,-1.60,-5.13%,"26,500"
PSYL,18.49,17.52,18.74,17.11,17.83,-0.66,-3.57%,"26,500"
SPWL,17.03,17.20,17.20,16.90,17.01,-0.02,-0.12%,"26,500"
GSKCH,297.14,297.60,300.00,280.00,284.00,-13.14,-4.42%,"26,300"
FRCL,13.00,12.99,13.10,12.00,12.00,-1.00,-7.69%,"24,000"
GVGL,43.50,43.60,43.80,42.50,42.59,-0.91,-2.09%,"24,000"
NEXT,12.37,11.61,11.78,11.50,11.78,-0.59,-4.77%,"23,500"
DEL,5.75,5.90,5.90,5.22,5.25,-0.50,-8.70%,"23,000"
SMTM,3.75,3.61,3.61,3.50,3.51,-0.25,-6.65%,"22,500"
DLLXD,198.99,190.00,192.50,190.00,192.50,-6.49,-3.26%,"22,500"
DYNO,186.34,183.01,187.48,180.00,181.77,-4.57,-2.45%,"22,500"
CHAS,94.22,92.05,95.00,92.00,93.49,-0.73,-0.77%,"22,000"
IGIHL,227.90,223.00,225.00,218.01,220.92,-6.98,-3.06%,"21,800"
ATBA,219.10,211.25,216.00,203.10,207.27,-11.83,-5.40%,"21,600"
SINDM,10.73,11.05,11.10,10.70,10.74,0.01,0.09%,"21,000"
UNICXD,7.60,7.80,7.80,7.11,7.29,-0.31,-4.08%,"20,000"
KOHPDEF,2.50,2.11,2.11,2.00,2.04,-0.46,-18.40%,"19,500"
TSPLXD,4.00,3.76,3.84,3.35,3.53,-0.47,-11.75%,"18,000"
JATM,6.48,6.20,6.40,5.50,6.12,-0.36,-5.56%,"17,500"
SAIF,15.60,16.10,16.70,15.55,16.70,1.10,7.05%,"17,500"
PKGS,511.36,520.00,520.00,495.00,499.61,-11.75,-2.30%,"17,300"
TRSM,3.49,3.02,3.74,2.81,3.07,-0.42,-12.03%,"17,000"
SHDT,37.78,38.00,38.90,36.00,36.08,-1.70,-4.50%,"17,000"
SIBL,8.00,8.25,9.00,8.25,8.51,0.51,6.37%,"17,000"
SHFA,262.26,242.61,242.61,242.60,242.60,-19.66,-7.50%,"16,800"
HINOON,621.41,619.00,621.50,615.00,618.35,-3.06,-0.49%,"14,500"
GADT,215.83,220.00,220.00,204.10,204.38,-11.45,-5.31%,"14,300"
KOHE,35.00,35.00,35.01,32.40,35.00,0.00,0.00%,"13,500"
EFUL,192.85,190.00,197.95,186.60,192.01,-0.84,-0.44%,"13,400"
ADMM,53.50,57.00,57.25,54.00,54.00,0.50,0.93%,"13,000"
PAKOXY,155.17,155.00,156.50,147.25,148.74,-6.43,-4.14%,"12,500"
HMB,34.87,34.87,34.87,34.15,34.15,-0.72,-2.06%,"12,500"
BIFO,166.94,167.00,168.95,160.00,163.94,-3.00,-1.80%,"12,300"
DINT,51.12,51.90,51.99,47.40,47.97,-3.15,-6.16%,"12,000"
FML,102.50,102.50,102.50,100.00,100.40,-2.10,-2.05%,"12,000"
SCBPL,31.00,31.00,31.00,30.50,30.50,-0.50,-1.61%,"11,500"
BWCL,155.40,152.00,155.00,145.00,146.80,-8.60,-5.53%,"11,000"
SHNI,4.02,3.91,3.91,3.85,3.90,-0.12,-2.99%,"11,000"
HGFA,9.90,9.73,9.73,9.73,9.73,-0.17,-1.72%,"10,500"
FPJM,2.68,2.50,2.50,2.50,2.50,-0.18,-6.72%,"10,000"
HSM,19.99,19.75,19.75,19.01,19.11,-0.88,-4.40%,"10,000"
JSML,21.60,21.55,22.01,21.50,21.64,0.04,0.19%,"10,000"
JVDC,23.50,24.00,24.00,23.56,23.56,0.06,0.26%,"10,000"
SBL,6.70,7.10,7.10,7.10,7.10,0.40,5.97%,"10,000"
GFIL,4.08,4.05,4.05,3.80,3.82,-0.26,-6.37%,"9,500"
HIFA,3.60,3.60,3.68,3.51,3.53,-0.07,-1.94%,"9,500"
PPVCDEF,3.40,3.11,3.20,3.07,3.15,-0.25,-7.35%,"8,500"
UBDL,35.80,36.00,36.00,34.00,34.25,-1.55,-4.33%,"8,500"
PIM,6.09,5.30,5.30,5.09,5.09,-1.00,-16.42%,"8,000"
UVIC,4.80,4.60,4.60,4.35,4.36,-0.44,-9.17%,"8,000"
MTILDEF,6.55,6.50,6.55,6.01,6.01,-0.54,-8.24%,"8,000"
MUREB,601.25,588.23,605.00,570.00,586.94,-14.31,-2.38%,"7,950"
BUXL,53.65,54.80,54.80,49.63,50.03,-3.62,-6.75%,"7,500"
ALACXR,7.70,7.60,7.60,7.50,7.50,-0.20,-2.60%,"7,000"
BNL,60.43,64.96,64.96,64.96,64.96,4.53,7.50%,"7,000"
STJT,107.50,114.49,115.55,105.01,108.51,1.01,0.94%,"6,500"
NICL,80.00,77.50,77.50,74.51,76.99,-3.01,-3.76%,"6,000"
AGIC,24.00,24.00,24.50,23.56,23.56,-0.44,-1.83%,"6,000"
BNWM,42.87,44.50,44.50,42.10,42.10,-0.77,-1.80%,"6,000"
ATIL,57.50,58.49,58.50,58.40,58.40,0.90,1.57%,"6,000"
MFFL,326.93,351.44,351.44,351.44,351.44,24.51,7.50%,"5,900"
CWSM,2.13,2.15,2.15,2.00,2.00,-0.13,-6.10%,"5,500"
PAKD,65.25,60.70,67.65,60.70,63.57,-1.68,-2.57%,"5,500"
BIPLS,10.90,10.00,10.00,10.00,10.00,-0.90,-8.26%,"5,000"
MACFL,23.90,22.30,22.79,22.11,22.36,-1.54,-6.44%,"5,000"
PKGIDEF,2.86,2.90,2.90,2.53,2.68,-0.18,-6.29%,"5,000"
FIBLM,3.03,3.00,3.00,2.35,2.95,-0.08,-2.64%,"5,000"
RUBY,6.57,6.79,6.86,6.60,6.69,0.12,1.83%,"5,000"
BOK,14.00,13.50,13.50,13.10,13.15,-0.85,-6.07%,"4,500"
ARPL,590.00,590.00,595.00,570.00,579.01,-10.99,-1.86%,"4,050"
JUBSDEF,4.43,4.26,4.26,4.00,4.18,-0.25,-5.64%,"4,000"
KML,37.44,37.00,37.50,36.52,36.52,-0.92,-2.46%,"4,000"
NITG-ETF,11.79,11.89,11.89,11.73,11.74,-0.05,-0.42%,"4,000"
ABOT,768.11,770.00,770.00,753.00,753.67,-14.44,-1.88%,"3,750"
UBLP-ETF,13.29,13.20,13.39,13.13,13.13,-0.16,-1.20%,"3,500"
JSGCL,63.03,60.20,65.89,60.20,63.81,0.78,1.24%,"3,500"
TSBL,10.93,10.75,10.75,10.05,10.05,-0.88,-8.05%,"3,000"
RICL,7.24,6.62,7.35,6.62,6.73,-0.51,-7.04%,"3,000"
HINO,666.21,660.00,664.00,625.00,627.77,-38.44,-5.77%,"3,000"
ADOS,26.49,25.06,27.99,25.06,27.99,1.50,5.66%,"3,000"
BCL,70.00,68.00,74.00,66.60,74.00,4.00,5.71%,"3,000"
ATLH,450.00,430.00,430.00,430.00,430.00,-20.00,-4.44%,"2,900"
FEM,3.55,3.25,3.25,3.22,3.22,-0.33,-9.30%,"2,500"
GAMONDEF,14.40,14.01,14.01,13.60,13.73,-0.67,-4.65%,"2,500"
BRR,10.52,10.00,10.10,10.00,10.10,-0.42,-3.99%,"2,500"
EXIDE,351.45,350.00,354.00,332.00,339.88,-11.57,-3.29%,"2,500"
ORM,7.56,7.21,7.50,7.21,7.50,-0.06,-0.79%,"2,500"
SSOM,54.82,57.50,58.00,57.25,58.00,3.18,5.80%,"2,500"
DNCCDEF,8.25,8.85,8.85,8.85,8.85,0.60,7.27%,"2,500"
KHTC,264.11,256.00,273.75,249.10,257.86,-6.25,-2.37%,"2,200"
FNBMDEF,1.33,1.11,1.11,1.11,1.11,-0.22,-16.54%,"2,000"
ASHT,11.75,11.01,11.01,11.00,11.00,-0.75,-6.38%,"2,000"
HMM,9.69,9.00,9.13,9.00,9.12,-0.57,-5.88%,"2,000"
FRSM,51.50,50.10,50.10,48.00,48.50,-3.00,-5.83%,"2,000"
SHSML,101.50,100.03,100.03,100.03,100.03,-1.47,-1.45%,"2,000"
LPGL,14.58,0.00,15.15,15.15,14.58,0.00,0.00%,"2,000"
ADAMSDEF,24.05,24.25,24.25,24.25,24.25,0.20,0.83%,"2,000"
OMLDEF,10.90,11.00,11.00,11.00,11.00,0.10,0.92%,"2,000"
MSCL,10.58,11.00,11.00,10.75,10.75,0.17,1.61%,"2,000"
PHDL,100.00,103.80,105.00,103.80,104.70,4.70,4.70%,"2,000"
AHTM,46.47,49.45,49.45,49.45,49.45,2.98,6.41%,"2,000"
NCMLDEF,3.41,3.90,3.90,3.70,3.70,0.29,8.50%,"2,000"
GLPL,304.28,310.00,315.00,281.50,281.50,-22.78,-7.49%,"1,700"
BATA,"1,630.00","1,630.00","1,640.00","1,625.00","1,631.92",1.92,0.12%,"1,600"
AKDCL,105.11,101.11,103.00,101.11,103.00,-2.11,-2.01%,"1,500"
QUET,8.25,8.18,8.19,8.18,8.19,-0.06,-0.73%,"1,500"
MACTER,132.00,131.00,131.35,131.00,131.23,-0.77,-0.58%,"1,500"
EFUG,116.01,117.01,122.00,117.00,117.80,1.79,1.54%,"1,400"
SITC,324.15,311.10,311.10,311.00,311.04,-13.11,-4.04%,"1,300"
SIEM,590.00,590.00,590.00,580.01,587.70,-2.30,-0.39%,"1,200"
PMRS,430.01,420.00,421.00,420.00,420.17,-9.84,-2.29%,"1,100"
FECM,2.95,2.94,2.94,2.65,2.65,-0.30,-10.17%,"1,000"
SML,42.00,40.00,40.00,40.00,40.00,-2.00,-4.76%,"1,000"
REDCO,6.70,6.40,6.40,6.40,6.40,-0.30,-4.48%,"1,000"
AGTL,380.50,370.00,376.40,370.00,371.59,-8.91,-2.34%,"1,000"
DAAG,11.30,11.20,11.20,11.20,11.20,-0.10,-0.88%,"1,000"
ASTM,7.70,7.93,7.93,7.92,7.92,0.22,2.86%,"1,000"
JOPPDEF,45.00,48.25,48.35,48.25,48.35,3.35,7.44%,"1,000"
JDWS,221.01,218.02,218.02,217.61,217.61,-3.40,-1.54%,700
POML,150.00,138.76,149.99,138.76,149.99,-0.01,-0.01%,700
CPALDEF,5.50,4.51,4.51,4.51,4.51,-0.99,-18.00%,500
KHSM,7.90,7.20,7.20,7.20,7.20,-0.70,-8.86%,500
IDRT,16.69,15.50,15.50,15.50,15.50,-1.19,-7.13%,500
