SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
PPL,92.06,91.65,96.49,90.15,92.96,0.33,0.36%,"1,863,008"
NETSOL,60.11,60.01,60.98,57.62,59.98,-0.13,-0.22%,"1,825,000"
PIOC,90.70,90.70,92.40,86.60,91.28,0.58,0.64%,"1,747,500"
JSBL,6.85,6.98,6.98,6.50,6.84,-0.01,-0.15%,"1,720,000"
DCL,9.94,9.94,10.00,9.30,9.83,-0.11,-1.11%,"1,683,500"
MEBL,82.21,82.01,82.50,79.50,79.91,-2.30,-2.80%,"1,627,500"
TREET,23.68,23.20,24.15,22.36,22.90,-0.78,-3.29%,"1,613,000"
OGDC,103.60,102.35,104.87,102.00,104.19,0.59,0.57%,"1,538,538"
PSX,16.50,16.49,17.10,16.10,16.54,0.04,0.24%,"1,514,000"
HUBC,78.46,77.50,79.35,77.02,78.03,-0.43,-0.55%,"1,500,284"
ASTL,43.77,43.80,44.70,42.33,43.97,0.20,0.46%,"1,499,500"
EFERT,60.82,60.90,61.15,60.25,60.74,-0.08,-0.13%,"1,333,609"
NRSL,9.27,9.16,9.16,8.80,9.00,-0.27,-2.91%,"1,296,500"
PSO,200.20,202.00,202.39,195.50,200.85,0.65,0.32%,"1,190,063"
CSIL,2.85,2.85,2.97,2.70,2.81,-0.04,-1.40%,"1,167,000"
NML,101.07,100.51,102.35,99.01,101.75,0.68,0.67%,"1,132,500"
GWLC,23.97,23.97,24.65,22.18,24.24,0.27,1.13%,"1,129,500"
STPL,13.04,13.00,13.14,12.55,12.90,-0.14,-1.07%,"1,119,500"
AGP,109.00,108.01,110.00,106.05,107.31,-1.69,-1.55%,"1,110,500"
SNGP,61.81,61.95,61.95,60.40,61.68,-0.13,-0.21%,"1,054,000"
NRL,173.97,172.50,176.00,164.00,173.69,-0.28,-0.16%,"1,039,600"
SSGC,16.90,16.61,16.85,16.30,16.67,-0.23,-1.36%,"1,039,000"
FABL,17.13,17.15,17.54,17.15,17.36,0.23,1.34%,"1,027,000"
AKBL,18.52,18.42,18.64,18.41,18.52,0.00,0.00%,"958,500"
LOTCHEM,12.00,11.99,12.09,11.65,11.90,-0.10,-0.83%,"953,500"
ITTEFAQ,16.49,16.19,16.39,15.49,16.27,-0.22,-1.33%,"907,500"
SEARL,256.31,254.55,259.30,247.00,257.16,0.85,0.33%,"890,600"
GGL,13.55,13.78,14.00,13.30,13.73,0.18,1.33%,"864,000"
ICIBL,0.97,0.97,1.00,0.95,0.98,0.01,1.03%,"810,000"
HUMNL,7.56,7.56,7.70,7.27,7.30,-0.26,-3.44%,"797,000"
NBP,39.88,39.66,41.00,39.45,40.29,0.41,1.03%,"796,000"
786,11.13,11.50,12.13,11.50,12.13,1.00,8.98%,"789,000"
LUCK,647.07,646.00,655.00,636.11,648.13,1.06,0.16%,"764,747"
KASBM,1.20,1.20,1.44,0.60,1.25,0.05,4.17%,"741,500"
HTL,42.52,42.89,43.88,41.72,42.69,0.17,0.40%,"737,500"
DSLDEF,4.76,4.80,4.80,4.51,4.54,-0.22,-4.62%,"699,500"
FNEL,17.69,17.75,17.89,16.38,16.73,-0.96,-5.43%,"698,500"
INIL,144.94,143.51,146.50,141.00,144.65,-0.29,-0.20%,"689,500"
LPL,13.14,13.05,13.06,12.77,12.85,-0.15,-1.15%,"683,000"
HBL,130.74,130.00,134.34,130.00,132.57,1.83,1.40%,"682,516"
WAVES,26.17,26.00,26.50,25.32,26.06,-0.11,-0.42%,"680,500"
SNBL,9.33,9.31,9.50,9.25,9.25,-0.08,-0.86%,"673,000"
DAWHXD,123.90,124.90,126.90,122.50,123.90,0.00,0.00%,"651,700"
MUGHAL,64.28,63.55,64.50,62.00,63.94,-0.34,-0.53%,"624,000"
GHNL,84.51,84.00,84.00,80.00,80.79,-3.72,-4.40%,"590,500"
TOMCL,29.42,29.07,29.50,28.50,29.28,-0.14,-0.48%,"556,000"
PIAA,4.78,4.83,4.83,4.60,4.70,-0.08,-1.67%,"533,500"
FCSC,1.51,1.59,1.59,1.40,1.48,-0.03,-1.99%,"501,500"
ENGROXD,301.03,300.10,304.89,299.07,303.67,2.64,0.88%,"500,493"
PACE,3.39,3.27,3.47,3.20,3.26,-0.13,-3.83%,"499,000"
CLOV,92.13,92.85,94.98,90.61,92.66,0.53,0.58%,"479,000"
SPL,21.95,21.80,22.15,21.00,21.57,-0.38,-1.73%,"467,500"
CHCC,116.76,115.50,119.45,111.61,117.83,1.07,0.92%,"461,000"
FLYNG,10.09,10.10,10.50,9.60,10.28,0.19,1.88%,"452,500"
NICL,75.45,75.00,75.00,75.00,75.00,-0.45,-0.60%,"450,000"
FFC,107.99,107.55,108.30,106.91,107.50,-0.49,-0.45%,"449,032"
BGL,7.11,7.02,7.24,6.55,6.64,-0.47,-6.61%,"446,500"
HCAR,258.94,260.19,266.00,252.00,255.63,-3.05,-1.18%,"435,700"
BAHL,64.57,65.00,65.00,63.20,63.99,-0.58,-0.90%,"435,647"
PSMC,201.47,201.00,205.99,193.00,195.93,-5.54,-2.75%,"414,200"
DFMLDEF,7.89,7.99,8.00,7.40,7.52,-0.37,-4.69%,"408,000"
AGL,4.95,5.09,5.09,4.70,4.88,-0.07,-1.41%,"377,000"
THCCL,20.84,20.70,20.80,19.52,20.04,-0.80,-3.84%,"359,000"
NCL,39.39,39.50,40.50,38.80,39.98,0.59,1.50%,"357,500"
PASL,0.98,0.95,1.02,0.92,0.96,-0.02,-2.04%,"348,500"
TGL,90.61,90.00,90.00,86.40,88.91,-1.70,-1.88%,"348,500"
CRTM,19.37,19.05,19.99,18.60,19.72,0.35,1.81%,"330,000"
GATM,37.32,36.85,37.40,36.50,36.96,-0.36,-0.96%,"313,500"
FDIBL,2.14,2.06,2.20,2.01,2.15,0.01,0.47%,"302,500"
SHEL,245.46,247.30,249.00,238.05,245.11,-0.35,-0.14%,"299,300"
TELE,1.70,1.82,1.82,1.61,1.65,-0.05,-2.94%,"294,500"
SERF,9.24,9.39,9.43,9.00,9.24,0.00,0.00%,"294,500"
SAZEW,170.90,169.10,174.00,167.02,170.53,-0.89,-0.52%,"294,100"
MCB,173.82,175.69,178.00,172.11,177.02,3.20,1.84%,"283,819"
RPL,34.68,34.68,35.00,33.60,34.26,-0.42,-1.21%,"270,000"
IBLHL,85.76,84.05,92.19,84.05,91.05,5.29,6.17%,"268,000"
GTYR,66.99,66.50,67.20,64.45,64.85,-2.14,-3.19%,"264,500"
TRPOL,8.79,8.70,8.76,8.30,8.37,-0.42,-4.78%,"257,000"
ILP,67.05,66.50,66.50,64.00,64.60,-2.45,-3.65%,"254,500"
CEPBXDXB,91.44,93.40,93.50,87.50,91.95,0.51,0.56%,"249,000"
ESBL,12.05,12.20,12.25,11.20,11.98,-0.07,-0.58%,"242,000"
TPL,5.70,5.70,5.79,5.30,5.45,-0.25,-4.39%,"221,500"
PREMA,21.15,20.51,21.29,20.50,20.82,-0.33,-1.56%,"218,500"
SYS,272.04,276.50,276.50,256.50,271.30,-0.74,-0.27%,"218,000"
STCL,12.81,12.53,13.00,12.02,12.78,-0.03,-0.23%,"218,000"
CTM,3.88,3.75,3.85,3.05,3.61,-0.27,-6.96%,"217,500"
GHGL,52.21,52.01,53.00,52.00,52.50,0.29,0.56%,"213,000"
LOADS,18.50,18.34,18.50,17.88,18.20,-0.30,-1.62%,"210,000"
YOUW,3.29,3.29,3.45,3.16,3.35,0.06,1.82%,"207,000"
BIPL,10.31,10.20,10.40,10.17,10.33,0.02,0.19%,"205,500"
TPLP,9.97,9.57,9.90,9.44,9.50,-0.47,-4.71%,"202,000"
SKRS,9.03,9.01,9.25,8.90,9.04,0.01,0.11%,"196,500"
SMBLDEF,1.89,1.90,1.93,1.75,1.81,-0.08,-4.23%,"187,500"
DOL,44.91,44.66,45.00,43.50,44.38,-0.53,-1.18%,"185,000"
GGGL,13.74,13.72,14.00,12.71,13.68,-0.06,-0.44%,"179,000"
GAIL,5.49,5.50,5.50,5.29,5.34,-0.15,-2.73%,"176,500"
KOSM,2.44,2.41,2.50,2.39,2.49,0.05,2.05%,"160,500"
CSAP,73.46,72.05,73.80,69.20,70.60,-2.86,-3.89%,"151,500"
GLAXO,183.63,184.00,186.50,182.99,185.71,1.87,1.02%,"149,300"
POL,421.33,421.00,426.65,417.70,421.64,0.31,0.07%,"147,068"
HIRATDEF,2.55,2.47,2.52,2.35,2.48,-0.07,-2.75%,"147,000"
QUICE,4.91,4.95,4.98,4.66,4.89,-0.02,-0.41%,"134,000"
ORIXM,21.21,20.52,21.00,20.50,20.85,-0.36,-1.70%,"133,500"
ICL,27.59,27.20,27.85,26.00,27.18,-0.41,-1.49%,"132,000"
TPLT,10.40,10.15,10.20,9.87,10.05,-0.35,-3.37%,"129,000"
DCR,10.80,10.85,10.88,10.75,10.88,0.08,0.74%,"125,000"
NCPL,14.37,14.44,14.44,13.80,14.05,-0.32,-2.23%,"123,000"
JKSM,49.68,53.40,53.40,52.88,53.40,3.72,7.49%,"118,500"
AICL,40.10,40.01,41.75,40.00,40.24,0.14,0.35%,"118,000"
PKGP,18.00,18.00,18.00,17.86,17.90,-0.10,-0.56%,"115,000"
OLPL,27.37,27.25,27.84,27.10,27.73,0.36,1.32%,"109,500"
FCEPL,78.51,79.45,79.45,76.95,77.94,-0.57,-0.73%,"101,000"
SMCPL,7.46,7.22,7.45,7.05,7.27,-0.19,-2.55%,"96,000"
ECOP,16.03,16.30,16.35,15.11,15.91,-0.12,-0.75%,"94,000"
KOHC,170.74,170.99,178.74,166.39,176.45,5.71,3.34%,"90,900"
MDTL,1.31,1.40,1.40,1.32,1.34,0.03,2.29%,"89,500"
FEROZ,397.67,396.00,404.00,391.00,399.11,1.44,0.36%,"88,800"
PILDEF,1.10,1.11,1.11,0.96,1.06,-0.04,-3.64%,"85,000"
DKLDEF,5.01,4.63,5.20,4.63,5.00,-0.01,-0.20%,"84,000"
KOIL,4.60,4.65,4.65,4.25,4.25,-0.35,-7.61%,"76,000"
CPPL,177.91,174.15,184.00,171.00,183.07,5.16,2.90%,"73,600"
SPEL,44.56,44.00,44.50,43.10,43.97,-0.59,-1.32%,"69,000"
POWERPS,10.00,9.81,9.90,9.80,9.80,-0.20,-2.00%,"67,000"
DSIL,2.22,2.15,2.20,2.13,2.15,-0.07,-3.15%,"65,500"
ACPL,152.68,154.98,158.25,151.00,156.02,3.34,2.19%,"64,800"
MFL,21.72,21.63,21.70,20.82,21.17,-0.55,-2.53%,"58,500"
ABL,84.27,83.46,90.59,83.46,88.56,4.29,5.09%,"58,000"
DWSMDEF,3.18,2.75,2.98,2.75,2.98,-0.20,-6.29%,"56,500"
FATIMA,29.68,29.90,30.49,28.25,28.75,-0.93,-3.13%,"56,000"
EFGH,24.75,23.26,24.35,23.00,23.10,-1.65,-6.67%,"53,500"
THALL,420.33,420.00,425.00,406.00,417.97,-2.36,-0.56%,"47,800"
AHLXD,51.76,51.50,52.00,49.00,50.55,-1.21,-2.34%,"47,000"
IMSLDEF,15.83,15.51,16.45,15.21,15.90,0.07,0.44%,"45,500"
UDPL,42.83,43.00,43.00,39.62,42.00,-0.83,-1.94%,"45,000"
DFSM,1.82,1.97,1.98,1.66,1.71,-0.11,-6.04%,"44,500"
SHDT,31.82,31.50,32.47,31.05,32.25,0.43,1.35%,"44,500"
MACFL,21.50,20.70,20.70,19.89,20.52,-0.98,-4.56%,"44,000"
LEUL,13.43,14.40,14.43,13.81,14.43,1.00,7.45%,"41,000"
SHFA,222.76,228.00,228.00,208.00,219.24,-3.52,-1.58%,"40,400"
BERG,82.60,80.00,83.85,79.90,83.15,0.55,0.67%,"39,500"
HMB,33.51,34.20,34.43,33.70,34.00,0.49,1.46%,"39,000"
BRR,10.48,10.94,11.38,10.50,11.00,0.52,4.96%,"38,500"
JLICL,444.13,455.00,455.00,432.00,436.10,-8.03,-1.81%,"36,700"
KSBP,316.20,315.00,332.99,302.00,328.34,12.14,3.84%,"36,400"
PKGS,502.33,495.00,500.00,490.00,492.29,-10.04,-2.00%,"34,100"
AHCL,42.77,41.50,42.77,41.50,42.00,-0.77,-1.80%,"34,000"
ORM,7.40,7.00,7.00,6.51,6.51,-0.89,-12.03%,"33,000"
FECTC,30.78,30.00,30.78,29.50,29.58,-1.20,-3.90%,"33,000"
FHAM,11.60,11.70,11.70,11.41,11.45,-0.15,-1.29%,"33,000"
UCAPMDEF,1.04,0.99,1.05,0.91,1.05,0.01,0.96%,"30,500"
NATF,285.62,285.00,287.39,283.00,285.97,0.35,0.12%,"28,000"
HRPL,37.60,37.02,37.50,35.52,37.50,-0.10,-0.27%,"27,500"
NEXT,11.05,11.25,11.75,11.25,11.25,0.20,1.81%,"27,500"
PAKRI,27.06,26.75,26.75,26.25,26.75,-0.31,-1.15%,"27,000"
FRCL,11.21,11.25,11.85,10.60,11.85,0.64,5.71%,"26,000"
IGIHL,218.97,213.00,217.65,210.00,217.65,-1.32,-0.60%,"25,800"
MTL,865.25,866.00,885.00,856.00,874.79,4.85,0.56%,"25,550"
BILFDEF,1.38,1.31,1.40,1.31,1.40,0.02,1.45%,"25,500"
RAVTDEF,4.13,4.29,4.30,4.29,4.30,0.17,4.12%,"25,500"
KHTC,251.50,265.00,265.00,234.60,237.06,-14.44,-5.74%,"24,200"
FUDLM,8.33,8.31,8.35,7.55,7.89,-0.44,-5.28%,"22,500"
AEL,12.81,12.01,12.25,11.81,11.81,-1.00,-7.81%,"21,000"
NPL,23.31,22.36,22.70,22.00,22.70,-0.61,-2.62%,"21,000"
PAKMI,1.56,1.56,1.68,1.50,1.58,0.02,1.28%,"21,000"
FPRM,6.78,7.49,7.49,6.00,6.10,-0.68,-10.03%,"20,500"
DYNO,177.89,175.00,178.00,170.70,175.63,-2.26,-1.27%,"20,500"
FML,104.66,100.33,101.90,99.50,101.21,-3.45,-3.30%,"19,500"
PICT,176.87,177.00,183.00,175.00,181.78,4.91,2.78%,"19,500"
GSKCH,289.66,281.00,295.00,281.00,294.19,4.53,1.56%,"19,400"
INDUXD,"1,280.14","1,270.00","1,280.00","1,250.00","1,269.58",-10.56,-0.82%,"19,150"
FFLM,3.90,0.00,3.85,3.85,3.90,0.00,0.00%,"18,000"
AGSML,2.75,2.70,2.80,2.70,2.80,0.05,1.82%,"17,500"
MARIXD,"1,369.52","1,375.00","1,380.00","1,325.00","1,357.05",-12.47,-0.91%,"16,600"
GVGL,42.07,41.26,42.49,41.00,41.04,-1.03,-2.45%,"16,500"
EPQL,19.95,19.95,20.00,19.80,19.95,0.00,0.00%,"16,500"
ATBA,202.94,206.00,206.00,199.00,199.90,-3.04,-1.50%,"15,700"
TRIPF,168.78,166.00,166.00,162.60,164.50,-4.28,-2.54%,"15,500"
KTML,54.11,51.80,53.60,51.55,53.30,-0.81,-1.50%,"15,500"
JATM,6.89,6.89,7.00,6.50,6.80,-0.09,-1.31%,"15,000"
PAKOXY,150.08,148.01,149.80,145.00,149.06,-1.02,-0.68%,"15,000"
ICIXD,723.59,705.20,741.99,705.20,732.49,8.90,1.23%,"15,000"
MTILDEF,6.00,6.00,6.84,5.65,6.48,0.48,8.00%,"15,000"
SINDM,10.90,10.89,10.90,10.68,10.68,-0.22,-2.02%,"14,000"
SPWL,16.84,16.85,16.90,16.71,16.90,0.06,0.36%,"13,500"
PAKD,65.00,64.36,65.98,62.00,65.98,0.98,1.51%,"13,000"
JSIL,21.60,20.65,22.75,20.60,22.75,1.15,5.32%,"13,000"
TRSM,3.00,2.66,2.85,2.66,2.71,-0.29,-9.67%,"12,500"
SHEZ,304.12,307.00,326.92,303.00,324.40,20.28,6.67%,"12,500"
BNL,75.06,79.40,80.68,69.44,69.44,-5.62,-7.49%,"12,000"
BAPLDEF,24.95,23.08,25.94,23.08,25.94,0.99,3.97%,"12,000"
SSOM,58.00,53.65,58.00,53.65,56.00,-2.00,-3.45%,"11,000"
SHSML,100.03,100.00,100.00,99.01,99.01,-1.02,-1.02%,"11,000"
ABOT,766.64,755.01,770.00,750.00,767.33,0.69,0.09%,"10,600"
CWSM,1.91,1.90,1.98,1.89,1.98,0.07,3.66%,"10,500"
SML,38.00,38.00,40.85,38.00,40.38,2.38,6.26%,"10,500"
BNWM,40.19,38.25,39.00,37.31,38.25,-1.94,-4.83%,"10,000"
FEM,3.59,0.00,3.59,3.59,3.59,0.00,0.00%,"10,000"
NITG-ETF,11.80,11.80,11.80,11.80,11.80,0.00,0.00%,"10,000"
FECM,2.33,2.63,2.63,2.50,2.50,0.17,7.30%,"10,000"
BIFO,164.89,163.25,165.00,162.00,164.45,-0.44,-0.27%,"9,800"
HINOON,614.00,602.25,610.00,592.25,600.00,-14.00,-2.28%,"9,200"
SIBL,8.51,8.00,8.01,8.00,8.01,-0.50,-5.88%,"9,000"
PNSC,91.00,89.51,90.01,88.01,88.11,-2.89,-3.18%,"9,000"
MODAM,5.93,5.99,5.99,5.82,5.85,-0.08,-1.35%,"9,000"
JVDC,22.94,24.00,24.00,23.10,23.10,0.16,0.70%,"9,000"
ZIL,106.87,107.00,114.88,107.00,114.00,7.13,6.67%,"9,000"
APL,341.48,340.10,344.99,338.00,342.00,0.52,0.15%,"7,200"
GRYL,7.76,8.00,8.03,7.30,8.00,0.24,3.09%,"7,000"
HINO,694.59,695.00,705.00,661.00,700.99,6.40,0.92%,"6,800"
PMI,1.25,1.10,1.29,1.10,1.29,0.04,3.20%,"6,500"
ASHT,10.01,10.31,10.31,10.30,10.30,0.29,2.90%,"6,000"
MFFL,341.11,340.00,366.69,334.00,362.07,20.96,6.14%,"5,500"
SAPT,899.99,949.99,967.48,890.00,967.48,67.49,7.50%,"5,100"
SBL,6.84,6.60,6.60,6.25,6.25,-0.59,-8.63%,"5,000"
FTSM,4.50,4.00,4.29,4.00,4.29,-0.21,-4.67%,"5,000"
BWCL,155.02,154.00,155.00,151.00,152.29,-2.73,-1.76%,"5,000"
BUXL,45.03,43.51,44.50,43.10,44.48,-0.55,-1.22%,"5,000"
JGICL,43.68,0.00,42.01,42.01,43.68,0.00,0.00%,"5,000"
GFIL,3.95,4.18,4.18,3.56,3.99,0.04,1.01%,"5,000"
ADMM,54.00,55.25,55.25,54.75,55.00,1.00,1.85%,"5,000"
SFL,700.63,725.00,753.17,725.00,753.17,52.54,7.50%,"5,000"
GADT,198.57,191.00,195.00,191.00,193.87,-4.70,-2.37%,"4,900"
SEPL,216.74,218.00,218.00,214.25,215.00,-1.74,-0.80%,"4,500"
SMTM,3.66,3.50,3.65,3.50,3.65,-0.01,-0.27%,"4,500"
ASLPS,15.18,14.05,16.00,14.05,15.90,0.72,4.74%,"4,500"
MUREB,594.50,599.90,600.00,580.00,595.00,0.50,0.08%,"4,400"
ADAMSDEF,24.25,22.60,22.60,22.44,22.50,-1.75,-7.22%,"4,000"
IDSM,22.78,23.85,23.85,22.00,22.00,-0.78,-3.42%,"4,000"
ASTM,7.99,7.65,7.90,7.60,7.90,-0.09,-1.13%,"4,000"
ATIL,56.11,56.25,56.50,56.25,56.35,0.24,0.43%,"4,000"
PCAL,137.76,136.90,138.00,136.90,138.00,0.24,0.17%,"3,800"
REWM,27.22,26.75,26.75,26.00,26.00,-1.22,-4.48%,"3,500"
KML,35.92,34.01,35.00,34.00,34.60,-1.32,-3.67%,"3,500"
SHJS,80.00,80.00,85.00,80.00,82.26,2.26,2.83%,"3,300"
IDRT,15.50,15.00,15.00,15.00,15.00,-0.50,-3.23%,"3,000"
CYAN,32.56,31.01,31.89,30.40,31.79,-0.77,-2.36%,"3,000"
PINL,6.44,5.90,6.40,5.90,6.40,-0.04,-0.62%,"3,000"
JSGCL,63.37,60.55,63.90,60.50,63.90,0.53,0.84%,"3,000"
SPLCDEF,1.54,1.77,1.77,1.54,1.56,0.02,1.30%,"3,000"
ALACXR,7.50,7.50,7.60,7.31,7.60,0.10,1.33%,"3,000"
SITC,321.66,312.00,326.00,311.00,326.00,4.34,1.35%,"2,700"
PMRS,465.33,430.50,500.00,430.44,473.25,7.92,1.70%,"2,700"
ADOS,27.99,25.91,28.49,25.91,27.00,-0.99,-3.54%,"2,500"
AGTL,358.61,359.98,359.98,346.11,352.99,-5.62,-1.57%,"2,500"
SCBPL,31.48,30.26,31.48,30.26,31.48,0.00,0.00%,"2,500"
BOK,13.77,13.36,13.80,13.36,13.80,0.03,0.22%,"2,500"
HSM,18.70,18.05,18.80,18.03,18.80,0.10,0.53%,"2,500"
RUBY,6.86,6.35,7.19,6.35,6.99,0.13,1.90%,"2,500"
SRVI,756.71,750.00,750.66,742.00,749.09,-7.62,-1.01%,"2,100"
MACTER,124.00,115.50,120.00,115.05,120.00,-4.00,-3.23%,"2,000"
PPP,97.00,97.00,97.00,93.00,94.16,-2.84,-2.93%,"2,000"
BPL,30.08,0.00,30.00,30.00,30.08,0.00,0.00%,"2,000"
HMM,9.45,9.01,9.50,9.00,9.50,0.05,0.53%,"2,000"
ALNRS,45.00,46.80,47.00,46.80,46.95,1.95,4.33%,"2,000"
FTMM,14.75,15.50,15.55,15.50,15.51,0.76,5.15%,"2,000"
KHSM,8.00,8.80,8.80,8.80,8.80,0.80,10.00%,"2,000"
EXIDE,345.00,335.10,340.00,335.00,335.00,-10.00,-2.90%,"1,800"
AABS,318.00,294.16,310.00,294.16,309.25,-8.75,-2.75%,"1,700"
GAMONDEF,13.50,13.10,13.10,13.01,13.01,-0.49,-3.63%,"1,500"
RUPL,17.50,17.00,17.04,17.00,17.04,-0.46,-2.63%,"1,500"
JSML,22.14,21.21,21.60,21.20,21.60,-0.54,-2.44%,"1,500"
STJT,111.48,103.12,108.86,103.12,108.86,-2.62,-2.35%,"1,500"
ALTN,25.75,25.30,25.30,25.20,25.20,-0.55,-2.14%,"1,500"
LPGL,15.10,15.94,15.95,15.94,15.95,0.85,5.63%,"1,500"
HIFA,3.80,3.35,3.35,3.30,3.30,-0.50,-13.16%,"1,000"
PSYL,17.69,16.75,16.76,16.75,16.76,-0.93,-5.26%,"1,000"
MSOT,61.00,60.50,60.50,60.00,60.00,-1.00,-1.64%,"1,000"
FNBMDEF,1.11,1.10,1.10,1.10,1.10,-0.01,-0.90%,"1,000"
TOWL,77.65,78.00,78.00,78.00,78.00,0.35,0.45%,"1,000"
DINT,47.10,48.00,50.00,48.00,50.00,2.90,6.16%,"1,000"
BATA,"1,683.96","1,675.00","1,720.00","1,675.00","1,720.00",36.04,2.14%,880
PRET,241.67,225.00,230.00,225.00,225.00,-16.67,-6.90%,800
EFUL,204.89,194.10,194.10,194.06,194.10,-10.79,-5.27%,700
TICL,250.00,254.00,255.00,251.00,254.20,4.20,1.68%,700
ARPL,566.96,571.00,580.00,570.00,580.00,13.04,2.30%,550
SHCM,6.40,5.45,5.45,5.45,5.45,-0.95,-14.84%,500
AWWAL,11.50,10.50,10.50,10.50,10.50,-1.00,-8.70%,500
NSRM,21.60,20.30,20.30,20.30,20.30,-1.30,-6.02%,500
OMLDEF,10.00,9.60,9.60,9.60,9.60,-0.40,-4.00%,500
DAAG,10.20,9.81,9.81,9.81,9.81,-0.39,-3.82%,500
JDWS,217.20,217.00,217.00,217.00,217.00,-0.20,-0.09%,500
ATLH,430.00,430.00,430.00,420.00,430.00,0.00,0.00%,500
MQTM,30.00,0.00,30.00,30.00,30.00,0.00,0.00%,500
TSBL,10.00,10.00,10.00,10.00,10.00,0.00,0.00%,500
UNICXD,7.20,7.21,7.21,7.21,7.21,0.01,0.14%,500
NONS,71.87,74.74,74.74,74.74,74.74,2.87,3.99%,500
MSCL,12.18,12.92,12.92,12.92,12.92,0.74,6.08%,500
CENI,20.62,21.99,21.99,21.99,21.99,1.37,6.64%,500
EFUG,118.95,123.00,123.00,117.00,121.00,2.05,1.72%,300
SAPL,850.00,849.99,849.99,849.99,849.99,-0.01,0.00%,250
BTL,275.00,270.00,270.00,270.00,270.00,-5.00,-1.82%,200
FZCM,123.86,125.00,125.00,125.00,125.00,1.14,0.92%,200
NESTLE,"6,600.00","6,700.00","6,700.00","6,700.00","6,700.00",100.00,1.52%,180
IDYM,550.00,540.00,549.99,510.00,549.99,-0.01,0.00%,150
BHAT,901.87,855.01,855.01,834.23,834.23,-67.64,-7.50%,100
WYETH,890.00,850.00,850.00,850.00,850.00,-40.00,-4.49%,100
SIEM,585.00,588.99,588.99,580.01,580.01,-4.99,-0.85%,100
SUTM,300.02,300.00,300.00,300.00,300.00,-0.02,-0.01%,100
DLLXD,190.00,194.50,194.50,194.50,190.00,0.00,0.00%,100
POML,146.75,146.75,146.75,146.75,146.75,0.00,0.00%,100
SCL,239.71,239.00,239.00,239.00,239.71,0.00,0.00%,100
COLGXDXB,"3,050.00","3,050.00","3,050.00","3,050.00","3,050.00",0.00,0.00%,40
RMPL,"8,500.00","8,300.00","8,300.00","8,300.00","8,300.00",-200.00,-2.35%,20
ILTM,906.50,930.00,930.00,930.00,906.50,0.00,0.00%,20
FCIBL,13.88,0.00,12.87,12.87,12.87,-1.01,-7.27%,0
ISIL,454.76,0.00,434.91,434.91,434.91,-19.85,-4.37%,0
