SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
MDTL,1.76,1.79,1.80,1.60,1.61,-0.15,-8.52%,"2,229,000"
PIOC,97.26,97.50,101.00,96.61,97.55,0.29,0.30%,"2,187,500"
LPL,13.70,13.70,14.59,13.43,13.75,-0.25,-1.79%,"2,129,500"
WAVES,31.00,31.00,31.50,30.70,30.86,-0.14,-0.45%,"2,112,000"
INIL,153.97,154.00,160.00,154.00,158.34,4.37,2.84%,"2,106,500"
FCSC,1.93,1.99,2.00,1.80,1.84,-0.09,-4.66%,"1,938,000"
PPL,98.90,99.15,99.49,97.90,98.11,-0.79,-0.80%,"1,929,767"
DOL,45.27,45.27,46.70,44.30,45.53,0.26,0.57%,"1,915,000"
DFMLDEF,7.67,7.98,8.66,7.65,8.16,0.49,6.39%,"1,862,500"
GHNI,308.08,308.00,312.00,287.00,291.39,-16.69,-5.42%,"1,779,500"
EFERTXD,61.88,62.20,62.38,61.20,61.30,-0.58,-0.94%,"1,753,443"
TREET,28.68,28.68,29.50,28.32,28.45,-0.23,-0.80%,"1,732,000"
LOADS,22.50,22.52,22.61,21.50,21.74,-0.76,-3.38%,"1,720,500"
SPLCDEF,1.76,1.56,2.39,1.56,2.20,0.44,25.00%,"1,690,500"
SSGC,17.55,17.55,17.81,17.26,17.32,-0.23,-1.31%,"1,669,500"
ANL,21.29,21.25,21.66,20.30,20.71,-0.58,-2.72%,"1,663,000"
LOTCHEM,13.51,13.45,13.68,13.40,13.45,-0.06,-0.44%,"1,577,000"
BGL,8.36,8.40,8.75,8.10,8.24,-0.12,-1.44%,"1,507,000"
THCCL,20.53,20.50,21.15,19.35,19.50,-1.03,-5.02%,"1,478,500"
TPL,6.91,6.97,7.15,6.76,6.82,-0.09,-1.30%,"1,429,000"
PASL,1.33,1.33,1.37,1.19,1.20,-0.13,-9.77%,"1,339,000"
NML,106.67,107.01,108.25,107.01,107.52,0.58,0.54%,"1,259,500"
ATRL,170.53,171.62,172.75,165.50,166.67,-3.86,-2.26%,"1,239,000"
PSX,15.62,15.52,15.82,15.30,15.36,-0.26,-1.66%,"1,200,000"
NETSOL,75.52,76.20,76.65,72.00,72.40,-3.12,-4.13%,"1,096,500"
TELE,1.84,1.90,1.96,1.80,1.81,-0.03,-1.63%,"1,075,500"
GGL,16.89,17.01,17.25,16.30,16.53,-0.36,-2.13%,"997,000"
BAFL,35.80,35.90,36.36,35.83,36.02,0.22,0.61%,"988,262"
SPEL,46.08,46.50,49.25,46.50,47.57,1.49,3.23%,"957,000"
TPLP,9.93,9.90,10.90,9.90,10.26,0.33,3.32%,"933,500"
PAKRI,30.22,30.75,32.00,30.08,30.42,0.20,0.66%,"915,000"
PREMA,22.32,22.32,22.84,21.61,21.91,-0.41,-1.84%,"912,000"
MUGHAL,67.65,68.00,69.00,66.72,67.25,-0.40,-0.59%,"903,500"
ENGROXD,303.91,304.01,306.75,296.00,298.45,-5.46,-1.80%,"870,081"
FABL,18.12,18.07,18.50,17.80,17.93,-0.19,-1.05%,"865,500"
GWLC,26.99,27.00,28.25,26.35,26.50,-0.49,-1.82%,"824,000"
GAIL,7.27,7.39,7.49,7.05,7.10,-0.17,-2.34%,"820,000"
PIAA,5.36,5.40,5.45,5.16,5.23,-0.13,-2.43%,"819,000"
CHCC,133.43,133.87,137.49,130.40,131.13,-2.30,-1.72%,"797,000"
SEARL,272.54,275.00,277.75,272.00,272.44,-0.10,-0.04%,"782,900"
LUCK,657.22,657.00,665.50,654.00,655.21,-2.01,-0.31%,"748,773"
PILDEF,1.70,1.75,1.75,1.42,1.50,-0.20,-11.76%,"738,000"
MEBLXB,84.95,84.85,85.20,82.90,83.66,-1.29,-1.52%,"728,500"
FLYNG,11.59,11.65,11.79,11.11,11.25,-0.34,-2.93%,"718,500"
FDIBL,2.69,2.62,2.80,2.61,2.62,-0.07,-2.60%,"714,000"
KOSM,3.11,3.05,3.10,2.90,2.91,-0.20,-6.43%,"671,000"
SPL,26.53,26.70,27.10,26.00,26.21,-0.32,-1.21%,"657,000"
NRL,209.83,210.11,214.00,202.52,204.53,-5.30,-2.53%,"608,800"
FFCXD,109.44,109.75,110.43,109.50,109.70,0.26,0.24%,"575,661"
GHGL,53.64,54.30,55.50,53.26,53.82,0.18,0.34%,"572,000"
DSIL,2.67,2.63,2.67,2.57,2.57,-0.10,-3.75%,"557,500"
TGL,93.74,94.00,95.90,92.55,93.24,-0.50,-0.53%,"549,000"
YOUW,4.10,4.15,4.25,4.00,4.11,0.01,0.24%,"545,000"
NCL,41.02,41.01,41.20,39.41,39.52,-1.50,-3.66%,"524,500"
ESBL,12.98,13.15,13.98,13.15,13.98,1.00,7.70%,"502,500"
ICIBL,1.30,1.34,1.34,1.20,1.22,-0.08,-6.15%,"487,000"
OGDC,109.12,109.55,109.65,108.80,109.01,-0.11,-0.10%,"483,012"
RPL,35.48,35.80,36.00,35.00,35.08,-0.40,-1.13%,"479,500"
APL,350.00,350.01,368.99,350.00,360.88,10.88,3.11%,"444,000"
NCPL,14.92,15.00,15.05,14.65,14.79,-0.13,-0.87%,"432,500"
MCB,179.73,178.01,180.25,177.50,178.73,-1.00,-0.56%,"428,521"
GGGL,15.20,15.30,15.49,14.81,14.88,-0.32,-2.11%,"417,000"
SAZEW,179.83,180.50,181.25,173.05,174.89,-4.94,-2.75%,"404,500"
CLOV,112.52,109.90,112.00,105.00,105.81,-6.71,-5.96%,"401,500"
HCAR,319.24,320.00,326.97,311.50,312.66,-6.58,-2.06%,"400,100"
HBL,136.70,136.00,137.50,135.10,135.49,-1.21,-0.89%,"390,990"
KTML,61.04,61.00,61.00,59.35,59.99,-1.05,-1.72%,"354,500"
CRTM,23.36,23.49,23.49,22.31,22.51,-0.85,-3.64%,"345,000"
SLL,3.10,2.68,4.10,2.68,4.07,0.97,31.29%,"342,500"
SMCPL,9.09,9.17,9.25,8.65,8.73,-0.36,-3.96%,"334,000"
ILP,64.20,63.67,65.40,63.65,64.52,0.32,0.50%,"333,500"
GATM,39.04,39.30,39.60,38.66,38.84,-0.20,-0.51%,"330,500"
SNBL,9.70,9.70,9.70,9.55,9.56,-0.14,-1.44%,"324,000"
GHNL,111.22,111.25,112.25,107.05,108.22,-3.00,-2.70%,"319,000"
UBL,129.17,129.95,129.97,127.00,127.27,-1.90,-1.47%,"313,236"
HIRATDEF,3.12,3.07,3.17,2.95,2.99,-0.13,-4.17%,"308,000"
BILFDEF,1.73,1.80,1.95,1.63,1.67,-0.06,-3.47%,"304,000"
GLAXO,180.00,182.00,186.00,180.05,184.42,4.42,2.46%,"297,600"
AICL,45.01,44.34,45.49,44.00,45.10,0.09,0.20%,"285,500"
POL,424.68,425.11,431.90,423.60,425.87,1.19,0.28%,"276,411"
MFL,25.06,25.49,25.49,24.30,24.39,-0.67,-2.67%,"251,000"
FATIMA,31.36,31.36,31.36,30.00,30.14,-1.22,-3.89%,"248,500"
MERIT,14.92,14.99,15.10,14.60,14.63,-0.29,-1.94%,"246,000"
MTILDEF,6.25,6.60,7.25,6.16,7.25,1.00,16.00%,"244,000"
AGSML,3.32,3.34,3.39,3.19,3.22,0.00,0.00%,"238,500"
PSMC,239.01,238.29,241.50,234.14,235.02,-3.99,-1.67%,"238,200"
FCEPL,89.01,89.00,90.45,88.00,88.50,-0.51,-0.57%,"226,500"
OLPL,28.79,28.50,28.50,27.81,28.01,-0.78,-2.71%,"219,500"
ALAC,8.30,8.33,8.33,7.82,7.88,-0.42,-5.06%,"217,000"
NPL,23.74,23.52,23.70,23.00,23.40,-0.34,-1.43%,"214,000"
NEXT,12.33,12.01,13.00,12.01,12.34,0.01,0.08%,"212,000"
DCR,11.01,11.00,11.10,10.98,11.00,-0.01,-0.09%,"210,000"
BAHL,65.00,65.25,65.50,64.82,65.01,0.01,0.02%,"209,199"
FECTC,36.33,35.52,39.05,35.52,38.80,2.47,6.80%,"207,000"
CSAP,86.22,86.95,88.00,82.30,83.01,-3.21,-3.72%,"205,000"
AHCL,43.23,43.40,45.90,42.49,43.37,0.14,0.32%,"203,500"
GTYR,78.11,77.55,79.00,77.01,77.40,-0.71,-0.91%,"196,500"
SHEL,260.85,263.50,263.73,255.00,256.10,-4.75,-1.82%,"180,000"
CPPL,183.69,184.90,191.00,184.00,187.66,3.97,2.16%,"179,900"
BPL,37.30,37.30,40.09,36.52,40.09,2.79,7.48%,"176,500"
RICL,7.05,7.00,7.24,6.90,7.00,-0.05,-0.71%,"175,500"
CEPB,119.93,119.90,121.69,118.50,118.74,-1.19,-0.99%,"170,500"
SHNI,4.51,4.51,5.00,4.41,4.87,0.36,7.98%,"170,500"
ECOP,22.55,22.25,22.75,21.90,22.33,-0.22,-0.98%,"161,000"
SIBL,7.95,8.00,8.05,7.91,8.00,0.05,0.63%,"161,000"
EFGH,28.37,28.00,29.40,26.60,27.00,-1.37,-4.83%,"155,500"
JSIL,21.05,21.75,22.62,21.60,21.60,0.55,2.61%,"153,500"
KOHC,205.94,209.00,214.34,201.00,203.87,-2.07,-1.01%,"153,200"
DAWH,133.10,133.50,133.50,129.25,129.93,-3.17,-2.38%,"151,100"
SKRS,11.10,10.95,11.29,10.52,10.67,-0.43,-3.87%,"146,000"
KSBP,252.17,260.00,271.08,255.00,271.08,18.91,7.50%,"144,400"
PICT,197.49,199.80,199.98,191.25,192.29,-5.20,-2.63%,"143,400"
KOIL,5.29,5.01,5.35,5.00,5.30,0.01,0.19%,"143,000"
TPLT,10.41,10.48,10.50,10.00,10.25,-0.16,-1.54%,"141,500"
CTM,4.15,4.15,4.20,4.05,4.09,-0.06,-1.45%,"141,500"
PPP,112.03,118.00,118.00,107.03,108.99,-3.04,-2.71%,"139,000"
AHLXD,54.36,55.49,55.49,52.06,52.67,-1.69,-3.11%,"135,000"
FHAM,11.42,11.40,11.60,11.10,11.19,-0.23,-2.01%,"133,000"
MTL,842.77,835.75,885.00,835.75,869.20,26.43,3.14%,"131,500"
AGP,115.08,115.90,115.90,113.90,114.09,-1.18,-1.02%,"130,000"
FEROZ,394.92,396.00,402.00,388.00,390.12,-4.80,-1.22%,"128,300"
AKBL,19.13,19.15,19.25,19.02,19.09,-0.04,-0.21%,"127,500"
FCIBL,17.95,19.29,19.29,18.26,19.28,1.33,7.41%,"126,500"
ABOTXD,770.05,770.50,784.99,770.00,776.46,6.41,0.83%,"124,800"
THALL,428.97,425.00,440.00,420.00,438.67,9.70,2.26%,"121,500"
ACPL,171.24,174.00,175.40,170.00,170.76,-0.48,-0.28%,"118,400"
BERG,94.25,95.10,96.99,91.75,92.87,-1.38,-1.46%,"112,500"
REWM,27.35,27.00,27.43,26.50,26.55,-0.80,-2.93%,"103,000"
DFSM,2.00,2.10,2.14,1.85,2.02,0.02,1.00%,"102,500"
CWSM,2.30,2.30,2.34,2.20,2.25,-0.05,-2.17%,"102,000"
SYS,292.53,293.99,299.90,288.00,289.01,-3.52,-1.20%,"99,100"
BAPLDEF,19.91,21.00,21.40,19.50,20.72,0.81,4.07%,"96,000"
PCAL,163.35,164.00,164.00,151.20,152.04,-11.31,-6.92%,"93,500"
BUXL,63.30,64.70,68.04,62.02,62.37,-0.93,-1.47%,"88,500"
SEPL,226.32,229.98,237.00,224.00,225.23,-1.09,-0.48%,"82,800"
BCL,79.63,80.00,84.99,73.66,74.08,-5.55,-6.97%,"77,500"
BWCL,160.80,164.49,169.00,162.00,164.18,3.38,2.10%,"70,500"
NATF,279.53,282.00,286.49,280.02,283.69,4.16,1.49%,"69,800"
TRIPF,171.93,170.00,178.08,170.00,172.90,0.97,0.56%,"69,500"
ICL,33.92,34.02,34.30,32.82,33.63,-0.29,-0.85%,"67,500"
BRR,10.28,9.90,10.00,9.51,10.00,-0.28,-2.72%,"65,500"
JATM,6.59,6.89,7.20,6.51,6.74,0.15,2.28%,"65,000"
TSPLXD,4.06,4.05,4.25,4.05,4.19,0.13,3.20%,"64,500"
JSGCL,75.50,75.00,77.00,69.85,70.23,-5.27,-6.98%,"61,500"
PKGP,17.85,18.00,18.50,18.00,18.45,0.60,3.36%,"57,500"
ASTM,9.53,9.69,9.70,8.56,8.74,-0.79,-8.29%,"55,500"
PMI,1.36,1.40,1.40,1.26,1.37,0.01,0.74%,"53,500"
UCAPMDEF,0.97,0.80,1.03,0.80,0.91,-0.06,-6.19%,"51,000"
DYNO,188.31,188.95,188.95,181.00,183.01,-5.30,-2.81%,"51,000"
SINDM,11.50,11.90,12.50,11.75,11.91,0.41,3.57%,"50,000"
786,16.03,16.00,16.15,15.60,15.63,-0.40,-2.50%,"46,000"
SNAI,48.00,50.99,51.00,50.50,50.50,2.50,5.21%,"41,500"
ATIL,58.60,58.10,58.10,57.78,58.00,-0.60,-1.02%,"39,000"
PNSC,91.31,91.31,94.00,91.00,92.35,1.04,1.14%,"39,000"
EPQLXD,21.84,21.85,21.95,21.76,21.82,-0.02,-0.09%,"38,000"
DKLDEF,4.01,3.94,4.15,3.94,4.05,0.04,1.00%,"38,000"
GVGL,46.65,47.89,48.00,46.06,47.73,1.08,2.32%,"37,000"
HABSM,37.11,37.00,37.25,36.90,36.90,-0.21,-0.57%,"36,500"
SPWLXD,17.17,17.05,17.35,17.05,17.12,-0.05,-0.29%,"35,500"
SCBPL,31.51,31.00,31.84,31.00,31.51,0.00,0.00%,"35,000"
PAKOXY,162.67,164.00,166.00,159.51,160.15,-2.52,-1.55%,"34,300"
DNCCDEF,9.25,0.00,9.00,9.00,9.25,0.00,0.00%,"33,500"
PAKD,67.83,68.00,68.00,64.00,65.84,-1.99,-2.93%,"32,500"
ICI,746.10,750.50,758.00,746.05,749.73,3.63,0.49%,"30,900"
IBLHL,85.10,85.59,85.60,83.60,83.79,-1.31,-1.54%,"29,500"
SBL,7.50,7.50,7.50,7.40,7.50,0.00,0.00%,"29,500"
MRNS,80.29,82.40,82.40,75.25,75.66,-4.63,-5.77%,"29,000"
HMB,35.71,36.10,36.10,35.30,35.59,-0.12,-0.34%,"28,500"
NCMLDEF,3.90,3.89,3.90,3.66,3.67,-0.23,-5.90%,"27,500"
UNIC,8.55,8.45,8.50,8.25,8.38,-0.17,-1.99%,"26,000"
HICL,9.08,9.10,9.15,9.05,9.06,-0.02,-0.22%,"25,000"
GSKCH,302.01,302.00,304.00,297.01,300.91,-1.10,-0.36%,"23,800"
DEL,5.40,5.50,5.75,5.40,5.50,0.10,1.85%,"23,000"
JUBSDEF,5.00,5.00,5.20,5.00,5.09,0.09,1.80%,"22,000"
SSOM,44.73,47.50,48.08,47.50,48.08,3.35,7.49%,"22,000"
MCBAH,31.53,31.97,31.97,30.66,31.76,0.23,0.73%,"21,500"
SHFA,256.49,257.00,263.99,253.00,260.41,3.92,1.53%,"20,400"
MARI,"1,443.87","1,443.00","1,458.20","1,435.01","1,442.93",-0.94,-0.07%,"19,960"
IGIHL,232.29,228.01,231.50,226.00,229.15,-3.14,-1.35%,"19,000"
ALTN,27.05,26.99,27.75,26.99,27.62,0.57,2.11%,"18,500"
IMSLDEF,14.25,14.49,14.68,14.25,14.49,0.24,1.68%,"18,000"
PSYL,18.60,18.70,18.70,17.72,18.22,-0.38,-2.04%,"17,500"
HIFA,4.00,3.99,3.99,3.70,3.70,-0.30,-7.50%,"17,000"
DWSMDEF,3.60,3.89,3.89,3.50,3.50,-0.10,-2.78%,"17,000"
FRCL,14.89,14.00,15.10,13.80,15.10,0.21,1.41%,"17,000"
PKGS,500.18,500.00,508.00,500.00,505.44,5.26,1.05%,"16,600"
ADAMSDEF,26.00,26.00,26.00,24.99,24.99,-1.01,-3.88%,"16,000"
BOK,13.60,13.20,14.00,13.20,13.71,0.11,0.81%,"16,000"
SHSML,103.75,103.05,103.99,101.05,102.27,-1.48,-1.43%,"15,500"
JLICLXD,466.25,470.00,470.00,456.56,459.98,-6.27,-1.34%,"12,900"
SHEZ,258.59,255.00,263.00,240.00,241.59,-17.00,-6.57%,"12,600"
DAAG,11.50,11.49,11.49,10.57,10.71,-0.79,-6.87%,"12,500"
CYAN,39.00,38.60,39.30,37.61,38.39,-0.61,-1.56%,"12,500"
INDU,"1,378.67","1,375.00","1,395.00","1,365.00","1,370.42",-8.25,-0.60%,"12,450"
UBDL,34.98,35.00,35.99,33.50,33.50,-1.48,-4.23%,"11,500"
BIPLS,10.40,10.49,10.70,10.49,10.50,0.10,0.96%,"11,500"
HMM,9.99,9.10,9.55,8.99,8.99,-1.00,-10.01%,"11,000"
SMTM,4.18,4.11,4.11,3.92,3.95,-0.26,-6.18%,"11,000"
CCM,29.00,28.10,28.10,28.06,28.06,-0.94,-3.24%,"10,500"
SML,44.50,42.03,44.98,42.03,44.00,-0.50,-1.12%,"10,500"
RUPL,21.51,21.00,21.50,20.66,21.50,-0.01,-0.05%,"10,500"
FECM,2.85,2.95,2.95,2.90,2.90,0.05,1.75%,"10,500"
NICL,78.50,79.00,82.50,79.00,81.14,2.64,3.36%,"10,500"
GRYL,6.40,7.30,7.30,6.02,6.02,-0.38,-5.94%,"10,000"
EFULXD,211.73,218.00,218.99,200.00,201.79,-9.94,-4.69%,"10,000"
KOHE,35.10,35.00,35.02,35.00,35.02,-0.08,-0.23%,"10,000"
SHDT,37.02,37.10,38.15,37.05,37.15,0.13,0.35%,"10,000"
SERT,10.41,11.00,11.00,10.80,10.95,0.54,5.19%,"10,000"
FEM,3.69,3.05,3.45,3.05,3.45,-0.24,-6.50%,"9,500"
SAIF,17.05,17.20,17.20,16.25,16.25,-0.80,-4.69%,"9,000"
PAKMI,1.89,1.63,1.85,1.63,1.85,-0.04,-2.12%,"9,000"
CHAS,92.41,93.00,93.00,90.01,91.26,-1.15,-1.24%,"9,000"
ATBA,234.82,235.00,238.00,231.50,232.35,-2.47,-1.05%,"9,000"
FUDLM,8.30,8.33,8.33,8.26,8.27,-0.03,-0.36%,"8,500"
JGICL,48.45,46.00,46.35,46.00,46.20,-2.25,-4.64%,"8,000"
REDCO,7.05,7.02,7.02,7.00,7.00,-0.05,-0.71%,"8,000"
HINOON,607.01,622.00,624.98,615.00,617.18,10.17,1.68%,"8,000"
AEL,8.44,8.21,8.50,8.20,8.50,0.06,0.71%,"7,500"
KOHPDEF,2.21,2.27,2.27,2.20,2.26,0.05,2.26%,"7,500"
JSML,23.00,23.74,23.74,22.75,22.75,-0.25,-1.09%,"7,000"
ORIXM,19.00,19.00,19.00,18.80,18.80,-0.20,-1.05%,"7,000"
EMCO,30.45,31.00,31.00,30.25,30.25,-0.20,-0.66%,"7,000"
QUET,9.11,9.10,9.50,9.10,9.10,-0.01,-0.11%,"7,000"
SRVI,755.00,750.50,754.00,740.00,740.00,-15.00,-1.99%,"6,550"
FML,104.50,105.00,105.00,101.50,102.01,-2.49,-2.38%,"6,500"
CPALDEF,5.50,5.00,5.50,5.00,5.50,0.00,0.00%,"6,500"
AGTL,391.00,394.90,400.00,388.02,388.04,-2.96,-0.76%,"6,400"
GFIL,5.19,4.82,4.82,4.80,4.81,-0.38,-7.32%,"6,000"
PPVCDEF,3.83,4.00,4.27,3.27,3.81,-0.02,-0.52%,"6,000"
PKGIDEF,2.90,3.00,3.25,2.95,2.95,0.05,1.72%,"6,000"
DLL,194.99,195.00,195.00,192.50,194.00,-0.99,-0.51%,"5,800"
SURC,177.00,185.00,189.00,180.01,188.32,11.32,6.40%,"5,400"
OMLDEF,11.90,10.90,10.90,10.90,10.90,-1.00,-8.40%,"5,000"
RAVTDEF,4.65,4.35,4.50,4.35,4.45,-0.20,-4.30%,"5,000"
IGIL,40.65,39.60,39.60,39.60,39.60,-1.05,-2.58%,"5,000"
ORM,8.51,8.51,8.51,8.40,8.43,-0.08,-0.94%,"5,000"
JVDC,25.50,25.02,25.40,25.00,25.30,-0.20,-0.78%,"5,000"
UBLP-ETF,13.45,13.44,13.44,13.44,13.44,-0.01,-0.07%,"5,000"
PINL,6.45,0.00,6.65,6.65,6.45,0.00,0.00%,"5,000"
EFUGXD,128.97,128.90,129.29,120.75,121.79,-7.18,-5.57%,"4,900"
EXIDE,369.00,380.00,380.00,370.10,372.00,3.00,0.81%,"4,600"
HSM,19.10,19.00,19.40,18.73,18.97,-0.13,-0.68%,"4,500"
AGIL,228.00,225.15,226.00,225.00,226.00,-2.00,-0.88%,"4,400"
SIEM,590.00,583.00,605.00,583.00,591.25,1.25,0.21%,"4,350"
BIFO,177.50,178.10,179.00,175.10,176.00,-1.50,-0.85%,"4,200"
WAHN,247.25,250.00,250.00,240.00,240.05,-7.20,-2.91%,"4,100"
GADT,222.00,221.01,224.99,221.00,224.16,2.16,0.97%,"4,100"
FNBMDEF,1.40,1.40,1.40,1.35,1.35,-0.05,-3.57%,"4,000"
DINT,51.69,50.06,51.00,50.00,50.00,-1.69,-3.27%,"4,000"
MACFL,25.73,25.20,25.55,25.00,25.00,-0.73,-2.84%,"4,000"
KML,42.10,42.00,42.50,41.05,41.25,-0.85,-2.02%,"4,000"
ADOS,26.03,24.16,27.68,24.16,27.68,1.65,6.34%,"4,000"
POML,162.75,161.00,163.50,160.50,163.50,0.75,0.46%,"3,900"
TSMF,3.55,3.97,3.97,3.27,3.36,-0.19,-5.35%,"3,500"
SEL,21.00,21.45,21.45,20.00,20.00,-1.00,-4.76%,"3,500"
ZAHID,20.50,19.11,20.00,19.11,20.00,-0.50,-2.44%,"3,500"
MSCL,11.51,11.41,11.41,11.40,11.40,-0.11,-0.96%,"3,500"
SITC,354.43,364.00,364.00,348.51,353.40,-1.03,-0.29%,"3,500"
ZTL,9.00,9.00,9.00,8.75,8.75,-0.25,-2.78%,"3,000"
FPJM,2.30,2.30,2.30,2.30,2.30,0.00,0.00%,"3,000"
NAGC,48.50,46.50,49.95,45.75,49.95,1.45,2.99%,"3,000"
ARPL,600.05,603.90,604.00,600.00,600.00,-0.05,-0.01%,"2,900"
SSML,4.65,4.30,4.31,4.30,4.30,-0.35,-7.53%,"2,500"
ADMM,57.89,55.89,58.99,55.00,55.98,-1.91,-3.30%,"2,500"
FPRM,5.80,5.75,5.75,5.75,5.75,-0.05,-0.86%,"2,500"
NITG-ETF,12.00,11.99,12.16,11.99,12.16,0.16,1.33%,"2,500"
ARM,11.69,11.70,11.95,11.68,11.95,0.26,2.22%,"2,500"
SASML,13.20,13.97,14.00,13.97,14.00,0.80,6.06%,"2,500"
MFFL,233.50,226.00,226.00,216.00,221.67,-11.83,-5.07%,"2,300"
PRWM,42.05,42.00,42.00,42.00,42.00,-0.05,-0.12%,"2,000"
DWTMDEF,2.10,2.10,2.10,2.10,2.10,0.00,0.00%,"2,000"
FANM,3.55,3.55,3.55,3.55,3.55,0.00,0.00%,"2,000"
MQTM,32.13,31.01,31.01,31.00,31.01,-1.12,-3.49%,"1,500"
BNWM,47.50,46.01,46.01,46.01,46.01,-1.49,-3.14%,"1,500"
GAMONDEF,14.50,15.44,15.44,14.50,15.44,0.94,6.48%,"1,500"
ANTM,12.00,13.00,13.00,12.95,12.95,0.95,7.92%,"1,500"
KHTC,270.75,270.00,270.00,268.01,268.01,-2.74,-1.01%,"1,300"
MUREB,575.53,575.10,575.10,573.15,573.25,-2.28,-0.40%,"1,150"
NESTLE,"6,787.00","6,898.03","7,010.00","6,898.03","7,000.00",213.00,3.14%,"1,120"
DADX,37.00,34.25,34.25,34.23,34.23,-2.77,-7.49%,"1,000"
AMBL,23.75,22.00,22.44,22.00,22.44,-1.31,-5.52%,"1,000"
CENI,23.50,22.50,22.50,22.50,22.50,-1.00,-4.26%,"1,000"
