SYMBOL,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
DFSM,1.71,1.87,1.87,1.60,1.60,-0.11,-6.43%,"165,500"
TRIPF,164.50,164.50,174.00,164.50,166.21,1.71,1.04%,"164,500"
AICL,40.24,41.44,42.99,40.40,40.46,0.22,0.55%,"156,500"
DSIL,2.15,2.20,2.28,2.10,2.10,-0.05,-2.33%,"150,500"
TELE,1.65,1.66,1.74,1.56,1.60,-0.05,-3.03%,"150,000"
ALACXR,7.60,7.68,8.24,7.68,7.85,0.25,3.29%,"140,000"
ESBL,11.98,12.20,12.25,11.48,11.55,-0.43,-3.59%,"133,500"
OLPL,27.73,27.98,28.00,27.35,27.55,-0.18,-0.65%,"128,000"
786,12.13,12.95,13.13,12.95,13.13,1.00,8.24%,"127,500"
HIRATDEF,2.48,2.36,2.48,2.31,2.33,-0.15,-6.05%,"126,500"
GWLC,24.24,24.10,24.50,23.00,23.10,-1.14,-4.70%,"124,500"
FLYNG,10.28,10.10,10.44,9.85,9.96,-0.32,-3.11%,"122,000"
CSAP,70.60,70.10,73.00,67.50,68.17,-2.43,-3.44%,"112,500"
NCPL,14.05,13.80,14.00,13.51,13.60,-0.45,-3.20%,"110,500"
KOHC,176.45,177.00,181.00,175.05,175.74,-0.71,-0.40%,"108,700"
FATIMA,28.75,29.30,29.30,28.02,28.59,-0.16,-0.56%,"100,500"
EFGH,23.10,23.95,24.50,23.95,24.50,1.40,6.06%,"100,500"
ICIBL,0.98,0.97,1.02,0.96,0.97,-0.01,-1.02%,"99,000"
EPQL,19.95,19.79,20.85,19.78,20.27,0.32,1.60%,"97,500"
KOSM,2.49,2.50,2.51,2.43,2.43,-0.06,-2.41%,"93,000"
FECTC,29.58,29.00,30.74,27.40,29.25,-0.33,-1.12%,"87,500"
GHGL,52.50,50.20,53.00,50.20,52.58,0.08,0.15%,"86,500"
SMCPL,7.27,7.60,7.68,7.08,7.17,-0.10,-1.38%,"71,500"
POWERPS,9.80,9.80,9.80,9.50,9.50,-0.30,-3.06%,"67,500"
CTM,3.61,3.50,3.90,3.50,3.58,-0.03,-0.83%,"67,000"
MTILDEF,6.48,6.49,7.30,6.49,7.02,0.54,8.33%,"66,000"
PILDEF,1.06,1.03,1.03,0.85,0.96,-0.10,-9.43%,"64,500"
TPLP,9.50,9.49,9.50,9.25,9.46,-0.04,-0.42%,"63,000"
ICL,27.18,27.50,28.00,27.30,27.51,0.33,1.21%,"60,000"
KSBP,328.34,329.99,341.00,316.51,328.16,-0.18,-0.05%,"57,500"
CPPL,183.07,179.00,185.00,176.00,179.58,-3.49,-1.91%,"57,000"
MFL,21.17,21.40,21.99,20.60,20.77,-0.40,-1.89%,"56,500"
NATF,285.97,286.50,288.50,282.00,284.02,-1.95,-0.68%,"55,900"
KTML,53.30,53.30,53.85,52.50,52.56,-0.74,-1.39%,"54,500"
TPLT,10.05,9.82,10.18,9.82,10.07,0.02,0.20%,"51,500"
AKBL,18.52,18.41,18.50,18.30,18.32,-0.20,-1.08%,"51,000"
GRYL,8.00,8.44,8.44,7.05,7.14,-0.86,-10.75%,"50,500"
SKRS,9.04,9.10,9.20,9.00,9.05,0.01,0.11%,"48,000"
ORIXM,20.85,21.00,21.00,20.65,20.92,0.07,0.34%,"48,000"
GSKCH,294.19,299.99,300.00,285.00,290.96,-3.23,-1.10%,"47,800"
HMB,34.00,34.50,34.50,34.00,34.00,0.00,0.00%,"47,500"
DKLDEF,5.00,5.02,5.04,5.00,5.00,0.00,0.00%,"46,000"
SINDM,10.68,10.35,10.98,10.31,10.80,0.12,1.12%,"44,500"
FHAM,11.45,11.64,11.64,11.26,11.43,-0.02,-0.17%,"41,500"
IGIHL,217.65,219.00,219.99,205.00,206.19,-11.46,-5.27%,"39,200"
APL,342.00,342.50,352.00,340.10,343.41,1.41,0.41%,"37,500"
ACPL,156.02,153.05,159.90,153.05,154.01,-2.01,-1.29%,"35,000"
DYNO,175.63,177.15,180.00,175.00,175.48,-0.15,-0.09%,"35,000"
FDIBL,2.15,2.39,2.49,2.20,2.20,0.05,2.33%,"34,000"
MTL,874.79,879.50,898.00,871.01,875.92,1.13,0.13%,"28,550"
KOIL,4.25,4.85,4.85,4.18,4.33,0.08,1.88%,"28,500"
ATBA,199.90,200.00,205.00,190.00,196.87,-3.03,-1.52%,"28,400"
AGSML,2.80,2.62,2.66,2.48,2.57,-0.23,-8.21%,"28,000"
ICIXD,732.49,725.00,736.00,720.00,731.62,-0.87,-0.12%,"26,750"
GVGL,41.04,42.50,42.50,37.97,41.85,0.81,1.97%,"26,500"
PAKMI,1.58,1.51,1.69,1.50,1.51,-0.07,-4.43%,"26,000"
MODAM,5.85,5.80,5.80,5.55,5.64,-0.21,-3.59%,"26,000"
PNSC,88.11,89.50,89.80,84.50,84.56,-3.55,-4.03%,"25,000"
ECOP,15.91,16.10,16.20,15.11,15.29,-0.62,-3.90%,"24,500"
YOUW,3.35,3.35,3.50,3.29,3.31,-0.04,-1.19%,"24,000"
NEXT,11.25,11.30,11.75,11.25,11.63,0.38,3.38%,"23,500"
JKSM,53.40,57.40,57.40,57.40,57.40,4.00,7.49%,"23,500"
BILFDEF,1.40,1.45,1.54,1.40,1.51,0.11,7.86%,"22,000"
HINOON,600.00,613.50,620.00,595.00,603.24,3.24,0.54%,"21,800"
HGFA,9.85,9.45,10.69,9.40,9.40,-0.45,-4.57%,"21,000"
MARIXD,"1,357.05","1,390.00","1,425.00","1,325.35","1,346.96",-10.09,-0.74%,"20,620"
ADMM,55.00,56.29,56.44,54.00,54.79,-0.21,-0.38%,"20,000"
BRR,11.00,10.99,10.99,10.19,10.41,-0.59,-5.36%,"19,500"
INDUXD,"1,269.58","1,294.89","1,294.90","1,250.00","1,260.02",-9.56,-0.75%,"18,800"
TSPLXD,3.89,3.41,4.04,3.41,3.70,-0.19,-4.88%,"18,500"
FML,101.21,100.55,100.55,100.00,100.15,-1.06,-1.05%,"18,000"
PKGS,492.29,495.00,495.00,485.00,485.83,-6.46,-1.31%,"17,400"
JLICL,436.10,449.00,449.00,432.50,433.51,-2.59,-0.59%,"15,800"
DAWHXD,123.90,124.84,124.84,120.60,121.27,-2.63,-2.12%,"15,300"
PICT,181.78,183.00,183.00,173.00,174.89,-6.89,-3.79%,"14,900"
KASBM,1.25,1.25,1.25,1.02,1.02,-0.23,-18.40%,"14,000"
NPL,22.70,22.30,22.50,22.00,22.21,-0.49,-2.16%,"14,000"
CYAN,31.79,31.85,32.75,30.00,30.81,-0.98,-3.08%,"13,500"
SNBL,9.25,9.31,9.47,9.26,9.26,0.01,0.11%,"13,500"
AEL,11.81,10.83,10.83,10.81,10.81,-1.00,-8.47%,"12,500"
KML,34.60,34.50,36.00,32.10,32.96,-1.64,-4.74%,"12,000"
NITG-ETF,11.80,11.69,11.69,11.62,11.62,-0.18,-1.53%,"12,000"
ATIL,56.35,56.20,56.25,56.20,56.25,-0.10,-0.18%,"11,500"
SPWL,16.90,16.53,17.10,16.52,16.90,0.00,0.00%,"11,000"
ABOT,767.33,756.00,769.00,750.00,756.13,-11.20,-1.46%,"10,850"
PKGP,17.90,17.40,18.00,16.56,16.75,-1.15,-6.42%,"10,500"
AGIL,241.00,246.00,247.00,246.00,247.00,6.00,2.49%,"10,500"
OMLDEF,9.60,10.00,10.00,10.00,10.00,0.40,4.17%,"10,500"
STJT,108.86,113.77,113.77,100.76,102.67,-6.19,-5.69%,"10,000"
FUDLM,7.89,8.01,8.01,7.60,7.83,-0.06,-0.76%,"10,000"
SHEZ,324.40,335.00,337.00,311.00,328.16,3.76,1.16%,"10,000"
BCL,64.91,63.50,64.00,60.10,64.00,-0.91,-1.40%,"9,500"
ARPL,580.00,580.00,580.00,580.00,580.00,0.00,0.00%,"9,300"
FECM,2.50,2.50,2.60,2.35,2.37,-0.13,-5.20%,"9,000"
UNICXD,7.21,7.30,7.40,7.10,7.15,-0.06,-0.83%,"8,500"
HINO,700.99,708.55,740.00,708.55,717.56,16.57,2.36%,"8,400"
ABL,88.56,87.01,87.50,86.00,86.00,-2.56,-2.89%,"8,000"
BIFO,164.45,166.65,167.45,161.61,162.59,-1.86,-1.13%,"7,900"
FRCL,11.85,11.80,12.30,10.87,10.98,-0.87,-7.34%,"7,500"
PMI,1.29,1.24,1.29,1.24,1.29,0.00,0.00%,"7,500"
SHDT,32.25,32.95,33.00,32.25,32.28,0.03,0.09%,"7,500"
TOWL,78.00,74.00,74.00,72.15,72.18,-5.82,-7.46%,"7,000"
HSM,18.80,18.30,18.30,17.50,17.98,-0.82,-4.36%,"7,000"
MRNS,74.15,71.80,73.00,71.15,71.53,-2.62,-3.53%,"7,000"
BPL,30.08,30.49,30.95,29.56,29.85,-0.23,-0.76%,"7,000"
FIBLM,3.00,3.00,3.00,2.98,2.99,-0.01,-0.33%,"7,000"
AHCL,42.00,41.51,41.51,40.00,40.02,-1.98,-4.71%,"6,000"
REWM,26.00,25.50,25.50,25.10,25.21,-0.79,-3.04%,"6,000"
ORM,6.51,7.00,7.00,7.00,7.00,0.49,7.53%,"6,000"
SBL,6.25,6.90,6.90,6.90,6.90,0.65,10.40%,"6,000"
RUBY,6.99,6.89,6.89,6.37,6.40,-0.59,-8.44%,"5,500"
RICL,7.21,6.46,7.15,6.46,7.15,-0.06,-0.83%,"5,500"
SHFA,219.24,219.99,227.00,219.99,222.32,3.08,1.40%,"5,500"
PAKOXY,149.06,151.50,152.00,145.01,147.00,-2.06,-1.38%,"5,400"
MUREB,595.00,580.35,600.00,575.00,579.89,-15.11,-2.54%,"5,250"
BNL,69.44,64.24,64.50,64.24,64.24,-5.20,-7.49%,"5,000"
UCAPMDEF,1.05,1.00,1.00,1.00,1.00,-0.05,-4.76%,"5,000"
BERG,83.15,83.95,83.95,80.00,80.30,-2.85,-3.43%,"5,000"
SML,40.38,40.00,40.00,40.00,40.00,-0.38,-0.94%,"5,000"
SSOM,56.00,51.80,57.95,51.80,55.65,-0.35,-0.63%,"5,000"
JVDC,23.10,22.21,23.25,21.37,23.25,0.15,0.65%,"5,000"
BOK,13.80,13.01,14.00,13.00,13.90,0.10,0.72%,"5,000"
DINT,50.00,46.31,46.31,46.25,46.25,-3.75,-7.50%,"4,500"
SHNI,4.25,4.02,4.50,4.02,4.16,-0.09,-2.12%,"4,500"
CWSM,1.98,1.87,1.99,1.87,1.99,0.01,0.51%,"4,500"
ATLH,430.00,429.90,439.00,429.90,439.00,9.00,2.09%,"4,100"
PIM,5.90,5.11,5.11,4.92,4.92,-0.98,-16.61%,"4,000"
SNAI,47.00,43.55,44.00,43.49,43.49,-3.51,-7.47%,"4,000"
SPLCDEF,1.56,1.31,1.60,1.31,1.48,-0.08,-5.13%,"4,000"
PPP,94.16,94.00,97.00,90.00,90.00,-4.16,-4.42%,"4,000"
MACFL,20.52,19.70,21.00,19.70,19.99,-0.53,-2.58%,"4,000"
RUPL,17.04,17.05,17.05,16.20,16.63,-0.41,-2.41%,"4,000"
SARC,19.10,19.39,19.40,19.00,19.00,-0.10,-0.52%,"4,000"
JGICL,43.68,43.60,44.00,43.51,43.60,-0.08,-0.18%,"4,000"
HABSM,35.53,35.44,36.50,35.00,36.50,0.97,2.73%,"4,000"
KHTC,237.06,240.00,244.90,225.00,230.67,-6.39,-2.70%,"3,900"
SHJS,82.26,76.10,87.96,76.10,80.77,-1.49,-1.81%,"3,800"
BWCL,152.29,154.26,155.00,150.20,150.20,-2.09,-1.37%,"3,800"
BAPLDEF,25.94,24.10,24.10,24.02,24.02,-1.92,-7.40%,"3,500"
DWSMDEF,2.98,2.82,2.82,2.80,2.81,-0.17,-5.70%,"3,500"
PAKD,65.98,66.00,66.00,63.12,63.12,-2.86,-4.33%,"3,500"
AGTL,352.99,341.00,355.50,336.57,349.02,-3.97,-1.12%,"3,500"
JSML,21.60,21.50,21.60,21.50,21.50,-0.10,-0.46%,"3,500"
GADT,193.87,186.00,195.00,181.10,188.78,-5.09,-2.63%,"3,100"
MFFL,362.07,370.00,370.00,360.00,365.94,3.87,1.07%,"3,100"
GFIL,3.99,3.69,3.69,3.67,3.67,-0.32,-8.02%,"3,000"
FTSM,4.29,4.00,4.00,4.00,4.00,-0.29,-6.76%,"3,000"
NONS,74.74,72.00,76.49,69.21,72.00,-2.74,-3.67%,"3,000"
ADOS,27.00,25.16,26.99,25.11,26.05,-0.95,-3.52%,"3,000"
SSML,3.99,3.65,3.90,3.65,3.85,-0.14,-3.51%,"3,000"
DEL,5.54,5.12,5.75,5.12,5.68,0.14,2.53%,"3,000"
ASLPS,15.90,15.90,16.60,15.80,16.60,0.70,4.40%,"3,000"
ADAMSDEF,22.50,21.00,23.98,20.82,23.98,1.48,6.58%,"3,000"
HIFA,3.30,3.11,3.70,3.11,3.70,0.40,12.12%,"3,000"
ZTL,7.75,7.50,8.75,7.50,8.75,1.00,12.90%,"3,000"
UDPL,42.00,39.50,39.55,39.25,39.53,-2.47,-5.88%,"2,500"
DAAG,9.81,9.31,9.50,9.31,9.31,-0.50,-5.10%,"2,500"
BNWM,38.25,36.11,36.80,36.11,36.80,-1.45,-3.79%,"2,500"
PCAL,138.00,139.99,139.99,134.00,134.00,-4.00,-2.90%,"2,500"
IMSLDEF,15.90,16.10,16.20,15.70,15.70,-0.20,-1.26%,"2,500"
JATM,6.80,6.95,6.95,6.95,6.95,0.15,2.21%,"2,500"
IDSM,22.00,20.35,23.64,20.35,23.63,1.63,7.41%,"2,500"
EXIDE,335.00,344.00,344.00,325.00,329.94,-5.06,-1.51%,"2,100"
JSGCL,63.90,61.01,64.48,61.00,61.87,-2.03,-3.18%,"2,000"
MACTER,120.00,115.00,120.50,115.00,117.00,-3.00,-2.50%,"2,000"
ZAHID,20.10,20.45,20.45,19.65,20.00,-0.10,-0.50%,"2,000"
TRSM,2.71,2.60,3.00,2.60,3.00,0.29,10.70%,"2,000"
SRVI,749.09,745.05,752.00,736.83,741.83,-7.26,-0.97%,"1,900"
TSMF,3.51,3.10,3.25,3.10,3.25,-0.26,-7.41%,"1,500"
ASTM,7.90,8.09,8.09,7.70,7.70,-0.20,-2.53%,"1,500"
JSIL,22.75,21.50,22.50,21.50,22.50,-0.25,-1.10%,"1,500"
HRPL,37.50,37.30,37.30,37.20,37.23,-0.27,-0.72%,"1,500"
SMTM,3.65,3.78,3.80,3.78,3.80,0.15,4.11%,"1,500"
LPGL,15.95,16.99,16.99,16.35,16.88,0.93,5.83%,"1,500"
SHCM,5.45,6.45,6.45,6.45,6.45,1.00,18.35%,"1,500"
THALL,417.97,410.10,410.10,408.00,408.00,-9.97,-2.39%,"1,300"
SEPL,215.00,201.10,209.99,201.00,201.80,-13.20,-6.14%,"1,200"
AMBL,24.22,22.41,22.98,22.41,22.98,-1.24,-5.12%,"1,000"
SIBL,8.01,7.25,7.75,7.25,7.75,-0.26,-3.25%,"1,000"
SHSML,99.01,98.25,98.25,98.00,98.25,-0.76,-0.77%,"1,000"
UBLP-ETF,13.05,13.05,13.05,13.05,13.05,0.00,0.00%,"1,000"
SAIF,15.64,15.95,15.99,15.95,15.99,0.35,2.24%,"1,000"
CHAS,92.21,95.00,95.00,94.95,94.95,2.74,2.97%,"1,000"
FPRM,6.10,6.45,6.45,6.45,6.45,0.35,5.74%,"1,000"
PSYL,16.76,16.10,17.75,16.10,17.75,0.99,5.91%,"1,000"
BUXL,44.48,47.50,47.76,47.50,47.76,3.28,7.37%,"1,000"
POML,146.75,146.75,146.75,135.75,135.75,-11.00,-7.50%,900
SITC,326.00,320.00,320.00,313.00,313.00,-13.00,-3.99%,900
SIEM,580.01,585.00,585.00,581.00,581.00,0.99,0.17%,550
FEM,3.59,3.30,3.30,3.30,3.30,-0.29,-8.08%,500
AKDCL,110.70,102.41,102.41,102.41,102.41,-8.29,-7.49%,500
NAGC,40.94,39.00,39.00,39.00,39.00,-1.94,-4.74%,500
PRWM,37.00,35.50,35.50,35.50,35.50,-1.50,-4.05%,500
SLL,3.15,3.03,3.03,3.03,3.03,-0.12,-3.81%,500
ALTN,25.20,25.15,25.15,25.15,25.15,-0.05,-0.20%,500
KHSM,8.80,8.79,8.79,8.79,8.79,-0.01,-0.11%,500
BTL,270.00,270.00,270.00,270.00,270.00,0.00,0.00%,500
LEUL,14.43,15.00,15.00,15.00,15.00,0.57,3.95%,500
MSCL,12.92,13.47,13.47,13.47,13.47,0.55,4.26%,500
IDRT,15.00,16.00,16.00,16.00,16.00,1.00,6.67%,500
FIMM,89.36,96.06,96.06,96.06,96.06,6.70,7.50%,500
PKGIDEF,2.63,3.19,3.19,3.19,3.19,0.56,21.29%,500
SAPT,967.48,894.92,970.00,894.92,940.33,-27.15,-2.81%,400
BATA,"1,720.00","1,840.00","1,840.00","1,689.01","1,689.51",-30.49,-1.77%,400
FZCM,125.00,125.00,129.00,125.00,125.50,0.50,0.40%,400
WAHN,221.03,206.00,235.00,206.00,235.00,13.97,6.32%,400
TICL,254.20,265.00,270.00,265.00,266.67,12.47,4.91%,300
SUTM,300.00,277.51,277.51,277.50,277.51,-22.49,-7.50%,200
PMRS,473.25,450.01,450.01,450.00,450.01,-23.24,-4.91%,200
SFL,753.17,725.50,725.50,725.00,725.00,-28.17,-3.74%,150
ISIL,434.91,403.00,403.00,403.00,403.00,-31.90,-7.34%,100
ZIL,114.00,110.20,110.20,110.20,114.00,0.00,0.00%,100
AABS,309.25,310.00,310.00,310.00,310.00,0.75,0.24%,100
